試合日,チーム,相手チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2010-04-02,JTマーヴェラス,デンソーエアリービーズ,1,,坂下麻衣子,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2010-04-02,JTマーヴェラス,デンソーエアリービーズ,2,,谷口雅美,4,■,■,■,□,nan,13,5,2,38.5,23.1,1.25,4,1,1,25.0,0,-,10,0,2,4,10.0,0,0,0,-,5
2010-04-02,JTマーヴェラス,デンソーエアリービーズ,3,,山本愛,4,■,■,■,■,nan,16,9,1,56.2,50.0,2.25,1,0,0,0.0,5,1.25,20,4,1,6,26.5,0,0,0,-,18
2010-04-02,JTマーヴェラス,デンソーエアリービーズ,4,,久保雅,1,nan,□,nan,nan,nan,1,0,0,0.0,0.0,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2010-04-02,JTマーヴェラス,デンソーエアリービーズ,5,,位田愛,4,■,■,■,■,nan,39,13,4,33.3,23.1,3.25,0,0,0,-,0,-,19,2,1,3,12.4,38,22,0,57.9,15
2010-04-02,JTマーヴェラス,デンソーエアリービーズ,7,,竹下佳江,4,■,■,■,■,nan,0,0,0,,,-,0,0,0,-,0,-,11,0,0,6,13.6,0,0,0,-,0
2010-04-02,JTマーヴェラス,デンソーエアリービーズ,8,,高木理江,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2010-04-02,JTマーヴェラス,デンソーエアリービーズ,9,,石川友紀,4,■,■,■,■,nan,18,10,1,55.6,50.0,2.50,0,0,0,-,4,1.00,9,0,1,0,0.0,0,0,0,-,14
2010-04-02,JTマーヴェラス,デンソーエアリービーズ,10,,キムヨンギョン,4,■,■,■,■,nan,53,25,5,47.2,37.7,6.25,16,9,1,56.2,1,0.25,17,0,2,8,11.8,23,18,0,78.3,26
2010-04-02,JTマーヴェラス,デンソーエアリービーズ,11,L,小酒翔子,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2010-04-02,JTマーヴェラス,デンソーエアリービーズ,13,L,井上琴絵,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,20,15,0,75.0,0
2010-04-02,JTマーヴェラス,デンソーエアリービーズ,15,,川原麻実,4,□,□,□,■,nan,10,3,0,30.0,30.0,0.75,0,0,0,-,0,-,7,0,1,2,7.1,1,0,0,0.0,3
2010-04-02,JTマーヴェラス,デンソーエアリービーズ,18,,河合由貴,4,□,□,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,1,0,0.0,0,0,0,-,0
2010-04-02,JTマーヴェラス,デンソーエアリービーズ,19,,千葉智枝美,2,nan,nan,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,1,0,0.0,0,0,0,-,0
2010-04-02,JTマーヴェラス,デンソーエアリービーズ,チーム合計,チーム合計,チーム合計,4,nan,nan,nan,nan,nan,150,65,13,43.3,34.7,16.25,21,10,2,47.6,10,2.50,96,6,10,29,13.2,82,55,0,67.1,81
