試合日,チーム,相手チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2016-10-22,豊田合成トレフェルサ,パナソニックパンサーズ,1,,山田脩造,1,□,nan,nan,nan,nan,2,1,0,50.0,50.0,1.00,0,0,0,-,0,-,1,0,1,0,0.0,1,1,0,100.0,1
2016-10-22,豊田合成トレフェルサ,パナソニックパンサーズ,2,,山近哲,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2016-10-22,豊田合成トレフェルサ,パナソニックパンサーズ,4,,内山正平,3,■,■,■,nan,nan,1,0,0,0.0,0.0,-,0,0,0,-,1,0.33,12,0,0,2,4.2,0,0,0,-,1
2016-10-22,豊田合成トレフェルサ,パナソニックパンサーズ,5,,前田一誠,2,□,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0,0,-,0
2016-10-22,豊田合成トレフェルサ,パナソニックパンサーズ,6,,近裕崇,3,■,■,■,nan,nan,4,3,0,75.0,75.0,1.00,0,0,0,-,1,0.33,11,0,3,1,2.3,1,1,0,100.0,4
2016-10-22,豊田合成トレフェルサ,パナソニックパンサーズ,7,,白岩直也,3,■,■,■,nan,nan,8,3,2,37.5,12.5,1.00,0,0,0,-,0,-,8,0,1,0,0.0,32,19,0,59.4,3
2016-10-22,豊田合成トレフェルサ,パナソニックパンサーズ,10,L,古賀幸一郎,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,16,13,0,81.2,0
2016-10-22,豊田合成トレフェルサ,パナソニックパンサーズ,11,,傳田亮太,3,■,■,■,nan,nan,9,7,1,77.8,66.7,2.33,0,0,0,-,1,0.33,11,0,3,1,2.3,0,0,0,-,8
2016-10-22,豊田合成トレフェルサ,パナソニックパンサーズ,12,,高松卓矢,3,■,■,■,nan,nan,18,10,1,55.6,50.0,3.33,2,2,0,100.0,0,-,12,1,1,5,17.1,7,3,0,42.9,11
2016-10-22,豊田合成トレフェルサ,パナソニックパンサーズ,13,,岡本秀明,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,0,1,12.5,0,0,0,-,0
2016-10-22,豊田合成トレフェルサ,パナソニックパンサーズ,14,,椿山竜介,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2016-10-22,豊田合成トレフェルサ,パナソニックパンサーズ,15,,オムルチェンイゴール,3,■,■,■,nan,nan,42,17,7,40.5,23.8,5.67,22,9,3,40.9,1,0.33,14,0,6,5,8.9,0,0,0,-,18
2016-10-22,豊田合成トレフェルサ,パナソニックパンサーズ,16,L,黒澤雄介,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2016-10-22,豊田合成トレフェルサ,パナソニックパンサーズ,20,,川口太一,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,4,2,0,50.0,0
2016-10-22,豊田合成トレフェルサ,パナソニックパンサーズ,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,84,41,11,48.8,35.7,13.67,24,11,3,45.8,4,1.33,73,1,15,15,6.2,61,39,0,63.9,46
