大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 MEN,JTサンダーズ広島,8,10,0,0,0,-,0,0,0,-,-,0,-,13,0,0,3,1,-3.8,0,0,0,-,0,0,0,0
レギュラーラウンド,JTサンダーズ広島,8,10,0,0,0,-,0,0,0,-,-,0,-,13,0,0,3,1,-3.8,0,0,0,-,0,0,0,0
V.LEAGUE DIVISION1 MEN 2018-19,JTサンダーズ,15,4,0,0,0,-,0,0,0,-,-,0,-,4,0,0,0,0,0.0,0,0,0,-,0,0,0,0
レギュラーラウンド,JTサンダーズ,7,2,0,0,0,-,0,0,0,-,-,0,-,2,0,0,0,0,0.0,0,0,0,-,0,0,0,0
ファイナル６,JTサンダーズ,4,1,0,0,0,-,0,0,0,-,-,0,-,1,0,0,0,0,0.0,0,0,0,-,0,0,0,0
ファイナル３,JTサンダーズ,2,1,0,0,0,-,0,0,0,-,-,0,-,1,0,0,0,0,0.0,0,0,0,-,0,0,0,0
ファイナル,JTサンダーズ,2,0,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
Ｖ・プレミアリーグ男子 2017/18,パナソニックパンサーズ,2,1,0,0,0,-,0,0,0,-,-,0,-,1,0,0,0,0,0.0,0,0,0,-,0,0,0,0
レギュラーラウンド,パナソニックパンサーズ,2,1,0,0,0,-,0,0,0,-,-,0,-,1,0,0,0,0,0.0,0,0,0,-,0,0,0,0
Ｖ・プレミアリーグ男子 2016/17,パナソニックパンサーズ,22,44,0,0,0,-,0,0,0,-,-,0,-,55,0,1,3,23,11.9,0,0,0,-,0,0,1,1
レギュラーラウンド,パナソニックパンサーズ,19,35,0,0,0,-,0,0,0,-,-,0,-,40,0,1,0,15,11.4,0,0,0,-,0,0,1,1
ファイナル６,パナソニックパンサーズ,3,9,0,0,0,-,0,0,0,-,-,0,-,15,0,0,3,8,13.3,0,0,0,-,0,0,0,0
Ｖ・プレミアリーグ男子 2015/16,パナソニックパンサーズ,21,1,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
レギュラーラウンド,パナソニックパンサーズ,14,1,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
ファイナル６,パナソニックパンサーズ,5,0,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
ファイナル３,パナソニックパンサーズ,1,0,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
ファイナル,パナソニックパンサーズ,1,0,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
レギュラーシーズン通算,,50,49,0,0,0,-,0,0,0,-,-,0,-,56,0,1,3,16,7.6,0,0,0,-,0,0,1,1
通算,,68,60,0,0,0,-,0,0,0,-,-,0,-,73,0,1,6,24,7.5,0,0,0,-,0,0,1,1
