大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 MEN,ジェイテクトSTINGS,21,12,17,7,2,41.2,4,2,1,50.0,0.58,1,0.08,6,0,0,1,1,0.0,8,1,3,31.2,7,1,0,8
レギュラーラウンド,ジェイテクトSTINGS,21,12,17,7,2,41.2,4,2,1,50.0,0.58,1,0.08,6,0,0,1,1,0.0,8,1,3,31.2,7,1,0,8
V.LEAGUE DIVISION1 MEN 2018-19,ジェイテクトSTINGS,16,30,176,84,10,47.7,33,17,1,51.5,2.80,7,0.23,86,2,0,12,14,2.9,169,48,54,44.4,84,7,2,93
レギュラーラウンド,ジェイテクトSTINGS,16,30,176,84,10,47.7,33,17,1,51.5,2.80,7,0.23,86,2,0,12,14,2.9,169,48,54,44.4,84,7,2,93
Ｖ・プレミアリーグ男子 2017/18,ジェイテクトSTINGS,8,19,15,9,1,60.0,1,1,0,100.0,0.47,1,0.05,6,0,1,2,2,16.7,6,0,1,8.3,9,1,1,11
レギュラーラウンド,ジェイテクトSTINGS,3,3,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
ファイナル６,ジェイテクトSTINGS,5,16,15,9,1,60.0,1,1,0,100.0,0.56,1,0.06,6,0,1,2,2,16.7,6,0,1,8.3,9,1,1,11
レギュラーシーズン通算,,40,45,193,91,12,47.2,37,19,2,51.4,2.02,8,0.18,92,2,0,13,15,2.7,177,49,57,43.8,91,8,2,101
通算,,45,61,208,100,13,48.1,38,20,2,52.6,1.64,9,0.15,98,2,1,15,17,3.6,183,49,58,42.6,100,9,3,112
