試合日,チーム,相手チーム,得セット,失セット,勝敗,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2003-12-06,武富士バンブー,日立リヴァーレ,2,3,0,0,,吉澤智恵,5,■,■,■,■,■,48,19,6,39.6,27.1,3.80,3,2,0,66.7,2,0.40,23,1,2,7,12.0,6,4,0,66.7,22
2003-12-06,武富士バンブー,日立リヴァーレ,2,3,0,1,,小谷弘美,5,■,■,■,■,■,22,7,1,31.8,27.3,1.40,0,0,0,-,2,0.40,14,2,0,3,19.6,0,0,0,-,11
2003-12-06,武富士バンブー,日立リヴァーレ,2,3,0,2,,山下祐美子,3,nan,nan,□,□,□,11,3,1,27.3,18.2,1.00,0,0,0,-,0,-,1,0,0,0,0.0,1,1,0,100.0,3
2003-12-06,武富士バンブー,日立リヴァーレ,2,3,0,5,,足立留美,3,■,■,■,nan,nan,21,6,2,28.6,19.0,2.00,3,0,0,0.0,1,0.33,6,0,0,1,4.2,12,5,0,41.7,7
2003-12-06,武富士バンブー,日立リヴァーレ,2,3,0,6,,岸早苗,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2003-12-06,武富士バンブー,日立リヴァーレ,2,3,0,7,,内藤香菜子,4,□,□,nan,□,□,3,1,0,33.3,33.3,0.25,0,0,0,-,0,-,1,0,1,0,0.0,11,10,0,90.9,1
2003-12-06,武富士バンブー,日立リヴァーレ,2,3,0,8,,アルタモノワエブゲーニャ,5,□,□,□,■,■,32,13,3,40.6,31.2,2.60,16,4,1,25.0,0,-,7,0,0,0,0.0,22,17,0,77.3,13
2003-12-06,武富士バンブー,日立リヴァーレ,2,3,0,9,,井村仁美,5,■,■,■,■,■,0,0,0,,,-,0,0,0,-,0,-,18,0,1,5,6.9,0,0,0,-,0
2003-12-06,武富士バンブー,日立リヴァーレ,2,3,0,10,,金田智子,5,■,■,■,■,■,35,12,6,34.3,17.1,2.40,5,0,4,0.0,2,0.40,10,0,2,1,2.5,23,15,0,65.2,14
2003-12-06,武富士バンブー,日立リヴァーレ,2,3,0,11,,伊地知麻貴,3,□,□,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,0
2003-12-06,武富士バンブー,日立リヴァーレ,2,3,0,15,,宣美幸,5,■,■,■,■,■,7,0,0,0.0,0.0,-,0,0,0,-,2,0.40,16,1,0,3,10.9,1,0,0,0.0,3
2003-12-06,武富士バンブー,日立リヴァーレ,2,3,0,33,L,和久山志恵里,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,15,10,0,66.7,0
2003-12-06,武富士バンブー,日立リヴァーレ,2,3,0,チーム合計,チーム合計,チーム合計,5,nan,nan,nan,nan,nan,179,61,19,34.1,23.5,12.20,27,6,5,22.2,9,1.80,97,4,6,20,9.3,91,62,0,68.1,74
