試合日,チーム,相手チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2019-03-09,パナソニックパンサーズ,豊田合成トレフェルサ,2,,深津英臣,3,■,■,■,nan,nan,0,0,0,,,-,0,0,0,-,0,-,11,0,1,3,4.5,0,0,0,-,0
2019-03-09,パナソニックパンサーズ,豊田合成トレフェルサ,3,,山添信也,3,■,■,■,nan,nan,5,3,0,60.0,60.0,1.00,0,0,0,-,3,1.00,13,0,2,3,1.9,0,0,0,-,6
2019-03-09,パナソニックパンサーズ,豊田合成トレフェルサ,4,,大竹壱青,3,■,■,■,nan,nan,15,11,0,73.3,73.3,3.67,5,5,0,100.0,2,0.67,15,1,3,8,15.0,0,0,0,-,14
2019-03-09,パナソニックパンサーズ,豊田合成トレフェルサ,5,,渡辺奏吾,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2019-03-09,パナソニックパンサーズ,豊田合成トレフェルサ,6,,白澤健児,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2019-03-09,パナソニックパンサーズ,豊田合成トレフェルサ,7,,久原翼,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,4,1,1,1,25.0,0,0,0,-,1
2019-03-09,パナソニックパンサーズ,豊田合成トレフェルサ,9,,今村貴彦,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2019-03-09,パナソニックパンサーズ,豊田合成トレフェルサ,10,,山内晶大,3,■,■,■,nan,nan,8,6,0,75.0,75.0,2.00,0,0,0,-,3,1.00,11,0,0,1,2.3,0,0,0,-,9
2019-03-09,パナソニックパンサーズ,豊田合成トレフェルサ,13,,クビアクミハウ,3,■,■,■,nan,nan,23,10,4,43.5,26.1,3.33,6,4,2,66.7,0,-,11,0,2,5,6.8,29,19,5,74.1,10
2019-03-09,パナソニックパンサーズ,豊田合成トレフェルサ,15,,福澤達哉,3,■,■,■,nan,nan,22,14,0,63.6,63.6,4.67,2,2,0,100.0,0,-,9,1,2,2,11.1,9,2,1,27.8,15
2019-03-09,パナソニックパンサーズ,豊田合成トレフェルサ,17,L,永野健,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,6,3,1,58.3,0
2019-03-09,パナソニックパンサーズ,豊田合成トレフェルサ,19,,陳建禎,2,□,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2019-03-09,パナソニックパンサーズ,豊田合成トレフェルサ,20,,新貴裕,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2019-03-09,パナソニックパンサーズ,豊田合成トレフェルサ,21,,兒玉康成,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2019-03-09,パナソニックパンサーズ,豊田合成トレフェルサ,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,73,44,4,60.3,54.8,14.67,13,11,2,84.6,8,2.67,74,3,11,23,8.1,44,24,7,62.5,55
