試合日,チーム,相手チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2020-02-29,パナソニックパンサーズ,ジェイテクトSTINGS,1,,清水邦広,5,■,■,■,■,■,41,19,4,46.3,36.6,3.80,11,4,2,36.4,0,-,13,0,5,2,-5.8,2,0,2,50.0,19
2020-02-29,パナソニックパンサーズ,ジェイテクトSTINGS,2,,深津英臣,5,■,■,■,■,■,0,0,0,,,-,0,0,0,-,1,0.20,21,2,2,6,14.3,0,0,0,-,3
2020-02-29,パナソニックパンサーズ,ジェイテクトSTINGS,4,,大竹壱青,5,□,□,□,□,□,5,2,0,40.0,40.0,0.40,0,0,0,-,1,0.20,5,1,1,1,20.0,0,0,0,-,4
2020-02-29,パナソニックパンサーズ,ジェイテクトSTINGS,5,,渡辺奏吾,1,nan,nan,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2020-02-29,パナソニックパンサーズ,ジェイテクトSTINGS,6,,白澤健児,5,■,■,■,■,■,6,3,0,50.0,50.0,0.60,0,0,0,-,2,0.40,13,0,1,1,0.0,2,0,0,0.0,5
2020-02-29,パナソニックパンサーズ,ジェイテクトSTINGS,7,,久原翼,5,■,■,■,■,■,22,14,1,63.6,59.1,2.80,1,0,0,0.0,0,-,16,1,2,4,9.4,24,4,10,37.5,15
2020-02-29,パナソニックパンサーズ,ジェイテクトSTINGS,9,,今村貴彦,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2020-02-29,パナソニックパンサーズ,ジェイテクトSTINGS,10,,山内晶大,5,■,■,■,■,■,10,6,0,60.0,60.0,1.20,0,0,0,-,1,0.20,18,1,0,3,9.7,0,0,0,-,8
2020-02-29,パナソニックパンサーズ,ジェイテクトSTINGS,13,,クビアクミハウ,5,■,■,■,■,■,45,25,7,55.6,40.0,5.00,6,3,3,50.0,3,0.60,20,1,1,8,13.8,43,24,10,67.4,29
2020-02-29,パナソニックパンサーズ,ジェイテクトSTINGS,16,L,伊賀亮平,5,〇,〇,〇,〇,〇,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2020-02-29,パナソニックパンサーズ,ジェイテクトSTINGS,17,L,永野健,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,21,6,6,42.9,0
2020-02-29,パナソニックパンサーズ,ジェイテクトSTINGS,20,,新貴裕,4,nan,□,□,□,□,0,0,0,,,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0,0,-,0
2020-02-29,パナソニックパンサーズ,ジェイテクトSTINGS,21,,兒玉康成,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2020-02-29,パナソニックパンサーズ,ジェイテクトSTINGS,22,,小宮雄一郎,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2020-02-29,パナソニックパンサーズ,ジェイテクトSTINGS,チーム合計,チーム合計,チーム合計,5,nan,nan,nan,nan,nan,129,69,12,53.5,44.2,13.80,18,7,5,38.9,8,1.60,108,6,12,25,8.6,92,34,28,52.2,83
