試合日,チーム,相手チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2020-01-26,岡山シーガルズ,JTマーヴェラス,1,,吉田みなみ,1,nan,nan,nan,□,nan,4,0,1,0.0,-25.0,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2020-01-26,岡山シーガルズ,JTマーヴェラス,4,,吉岡美晴,3,□,□,nan,nan,□,18,3,0,16.7,16.7,1.00,0,0,0,-,0,-,7,0,0,1,3.6,3,1,1,50.0,3
2020-01-26,岡山シーガルズ,JTマーヴェラス,5,,宇賀神みずき,3,□,nan,nan,□,□,0,0,0,,,-,0,0,0,-,0,-,3,0,0,0,0.0,0,0,0,-,0
2020-01-26,岡山シーガルズ,JTマーヴェラス,6,,渡邊真恵,5,■,■,■,■,■,59,21,3,35.6,30.5,4.20,4,1,0,25.0,0,-,12,0,0,2,4.2,3,1,1,50.0,21
2020-01-26,岡山シーガルズ,JTマーヴェラス,7,,佐々木萌,5,■,■,■,■,■,37,8,0,21.6,21.6,1.60,0,0,0,-,0,-,7,0,0,2,7.1,38,15,6,47.4,8
2020-01-26,岡山シーガルズ,JTマーヴェラス,8,,及川真夢,2,■,nan,□,nan,nan,4,1,0,25.0,25.0,0.50,0,0,0,-,0,-,3,0,2,0,-16.7,0,0,0,-,1
2020-01-26,岡山シーガルズ,JTマーヴェラス,10,,西村弥菜美,4,□,nan,□,□,□,6,1,1,16.7,0.0,0.25,0,0,0,-,0,-,1,0,0,0,0.0,12,4,4,50.0,1
2020-01-26,岡山シーガルズ,JTマーヴェラス,12,,居村杏奈,5,□,■,■,■,■,16,7,1,43.8,37.5,1.40,0,0,0,-,1,0.20,16,1,0,3,10.9,0,0,0,-,9
2020-01-26,岡山シーガルズ,JTマーヴェラス,14,,宮下遥,5,■,■,■,■,■,1,0,1,0.0,-100.0,-,0,0,0,-,1,0.20,17,0,1,5,5.9,2,0,0,0.0,1
2020-01-26,岡山シーガルズ,JTマーヴェラス,18,,金田修佳,5,■,■,■,■,■,53,17,4,32.1,24.5,3.40,1,0,0,0.0,0,-,15,0,0,2,3.3,35,18,8,62.9,17
2020-01-26,岡山シーガルズ,JTマーヴェラス,20,L,丸山亜季,4,nan,〇,〇,〇,〇,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2020-01-26,岡山シーガルズ,JTマーヴェラス,21,,高野由里加,2,nan,□,■,nan,nan,11,3,1,27.3,18.2,1.50,0,0,0,-,0,-,4,0,0,2,12.5,0,0,0,-,3
2020-01-26,岡山シーガルズ,JTマーヴェラス,27,L,楢崎慈恵,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,11,6,3,68.2,0
2020-01-26,岡山シーガルズ,JTマーヴェラス,28,,川島亜依美,4,■,■,nan,■,■,13,4,0,30.8,30.8,1.00,0,0,0,-,2,0.50,9,0,0,4,11.1,1,1,0,100.0,6
2020-01-26,岡山シーガルズ,JTマーヴェラス,チーム合計,チーム合計,チーム合計,5,nan,nan,nan,nan,nan,222,65,12,29.3,23.9,13.00,5,1,0,20.0,4,0.80,94,1,3,21,5.9,105,46,23,54.8,70
