大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 MEN,堺ブレイザーズ,54,94,29,12,0,41.4,1,0,0,0.0,0.13,18,0.19,329,5,10,36,81,8.0,7,0,1,7.1,12,18,15,45
レギュラーラウンド,堺ブレイザーズ,26,91,29,12,0,41.4,1,0,0,0.0,0.13,18,0.20,320,5,10,36,80,8.1,7,0,1,7.1,12,18,15,45
GAME1（5位決定戦）,堺ブレイザーズ,1,3,0,0,0,-,0,0,0,-,-,0,-,9,0,0,0,1,2.8,0,0,0,-,0,0,0,0
V.LEAGUE DIVISION1 MEN 2018-19,パナソニックパンサーズ,62,110,24,13,1,54.2,0,0,0,-,0.12,11,0.10,415,4,10,46,99,6.6,8,0,0,0.0,13,11,14,38
レギュラーラウンド,堺ブレイザーズ,26,89,20,11,0,55.0,0,0,0,-,0.12,9,0.10,332,3,8,41,74,5.8,6,0,0,0.0,11,9,11,31
ファイナル６,堺ブレイザーズ,5,21,4,2,1,50.0,0,0,0,-,0.10,2,0.10,83,1,2,5,25,9.6,2,0,0,0.0,2,2,3,7
Ｖ・プレミアリーグ男子 2017/18,パナソニックパンサーズ,28,66,5,1,1,20.0,0,0,0,-,0.02,4,0.06,117,1,2,12,29,6.2,3,0,0,0.0,1,4,3,8
レギュラーラウンド,パナソニックパンサーズ,21,53,5,1,1,20.0,0,0,0,-,0.02,4,0.08,101,1,2,10,26,6.9,3,0,0,0.0,1,4,3,8
ファイナル６,パナソニックパンサーズ,5,10,0,0,0,-,0,0,0,-,-,0,-,13,0,0,2,2,0.0,0,0,0,-,0,0,0,0
ファイナル,パナソニックパンサーズ,2,3,0,0,0,-,0,0,0,-,-,0,-,3,0,0,0,1,8.3,0,0,0,-,0,0,0,0
天皇杯全日本選手権大会,,2,2,0,0,0,-,0,0,0,-,-,0,-,1,0,0,0,0,0.0,0,0,0,-,0,0,0,0
レギュラーラウンド,,2,2,0,0,0,-,0,0,0,-,-,0,-,1,0,0,0,0,0.0,0,0,0,-,0,0,0,0
Ｖ・プレミアリーグ男子 2016/17,パナソニックパンサーズ,26,38,1,1,0,100.0,0,0,0,-,0.03,1,0.03,46,0,2,6,11,9.5,0,0,0,-,1,1,2,4
レギュラーラウンド,パナソニックパンサーズ,21,22,0,0,0,-,0,0,0,-,-,0,-,25,0,2,4,6,12.4,0,0,0,-,0,0,2,2
ファイナル６,パナソニックパンサーズ,5,16,1,1,0,100.0,0,0,0,-,0.06,1,0.06,21,0,0,2,5,6.0,0,0,0,-,1,1,0,2
Ｖ・プレミアリーグ男子 2015/16,パナソニックパンサーズ,13,40,0,0,0,-,0,0,0,-,-,0,-,47,1,1,6,19,13.9,0,0,0,-,0,0,2,2
レギュラーラウンド,パナソニックパンサーズ,6,21,0,0,0,-,0,0,0,-,-,0,-,21,1,0,3,10,16.7,0,0,0,-,0,0,1,1
ファイナル６,パナソニックパンサーズ,5,10,0,0,0,-,0,0,0,-,-,0,-,14,0,1,2,3,11.1,0,0,0,-,0,0,1,1
ファイナル３,パナソニックパンサーズ,1,4,0,0,0,-,0,0,0,-,-,0,-,3,0,0,0,2,16.7,0,0,0,-,0,0,0,0
ファイナル,パナソニックパンサーズ,1,5,0,0,0,-,0,0,0,-,-,0,-,9,0,0,1,4,11.1,0,0,0,-,0,0,0,0
レギュラーシーズン通算,,100,276,54,24,1,44.4,1,0,0,0.0,0.09,31,0.11,799,10,22,94,196,7.2,16,0,1,3.1,24,31,32,87
通算,,185,350,59,27,2,45.8,1,0,0,0.0,0.08,34,0.10,955,11,25,106,239,7.3,18,0,1,2.8,27,34,36,97
