試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
2018-11-10,ヴォレアス北海道,2,,山口功太郎,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2018-11-10,ヴォレアス北海道,3,,田城貴之,3,■,■,■,nan,nan,6,3,1,0.5,0.3333333333333333,1.00,0,0,0,-,2,0.67,9,1,4,0,0.0,0,0,0,-
2018-11-10,ヴォレアス北海道,4,,古田史郎,3,■,■,■,nan,nan,28,13,2,0.4642857142857143,0.39285714285714285,4.33,11,4,1,36.4,4,1.33,13,1,2,3,9.6,0,0,0,-
2018-11-10,ヴォレアス北海道,5,,家近滉一,3,■,■,■,nan,nan,12,6,1,0.5,0.4166666666666667,2.00,0,0,0,-,0,-,11,0,4,1,-6.8,22,11,5,61.4
2018-11-10,ヴォレアス北海道,6,,中村修平,2,■,■,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,7,1,2,1,10.7,0,0,0,-
2018-11-10,ヴォレアス北海道,7,,関根俊哉,3,■,■,■,nan,nan,7,4,1,0.5714285714285714,0.42857142857142855,1.33,0,0,0,-,1,0.33,13,0,1,2,1.9,1,1,0,100.0
2018-11-10,ヴォレアス北海道,8,,野坂尚哉,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2018-11-10,ヴォレアス北海道,9,,加藤伊織,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2018-11-10,ヴォレアス北海道,10,L,白石啓丈,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,12,8,4,83.3
2018-11-10,ヴォレアス北海道,11,L,藤村昇太,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2018-11-10,ヴォレアス北海道,13,,佐々木博秋,3,■,■,■,nan,nan,28,19,2,0.6785714285714286,0.6071428571428571,6.33,7,4,1,57.1,0,-,16,0,1,2,1.6,21,15,2,76.2
2018-11-10,ヴォレアス北海道,16,,杉谷祐磨,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2018-11-10,ヴォレアス北海道,17,,辰巳遼,1,nan,nan,■,nan,nan,0,0,0,,,-,0,0,0,-,1,1.00,5,0,1,0,-5.0,0,0,0,-
2018-11-10,ヴォレアス北海道,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,81,45,7,0.5555555555555556,0.4691358024691358,15.00,18,8,2,44.4,8,2.67,74,3,15,9,2.0,56,35,11,72.3
2018-11-10,東京トヨペットグリーンスパークル,1,,伊藤優介,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2018-11-10,東京トヨペットグリーンスパークル,2,,早川紘司,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2018-11-10,東京トヨペットグリーンスパークル,3,,石原二生,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2018-11-10,東京トヨペットグリーンスパークル,5,,岩阪健太郎,3,■,■,■,nan,nan,11,4,1,0.36363636363636365,0.2727272727272727,1.33,0,0,0,-,2,0.67,7,0,1,0,-3.6,0,0,0,-
2018-11-10,東京トヨペットグリーンスパークル,6,,大貫智博,3,■,■,■,nan,nan,9,6,1,0.6666666666666666,0.5555555555555556,2.00,0,0,0,-,1,0.33,10,1,0,0,10.0,1,1,0,100.0
2018-11-10,東京トヨペットグリーンスパークル,7,,新妻知之,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2018-11-10,東京トヨペットグリーンスパークル,8,,西片圭佑,3,■,■,■,nan,nan,11,4,1,0.36363636363636365,0.2727272727272727,1.33,1,0,1,0.0,0,-,9,0,2,0,-5.6,2,1,0,50.0
2018-11-10,東京トヨペットグリーンスパークル,9,,大楽祥生,3,■,■,■,nan,nan,15,5,0,0.3333333333333333,0.3333333333333333,1.67,2,0,0,0.0,0,-,7,0,3,0,-10.7,14,5,5,53.6
2018-11-10,東京トヨペットグリーンスパークル,12,,藤井和輝,3,■,■,■,nan,nan,1,0,0,0.0,0.0,-,0,0,0,-,0,-,17,1,1,3,8.8,0,0,0,-
2018-11-10,東京トヨペットグリーンスパークル,13,,草間圭祐,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2018-11-10,東京トヨペットグリーンスパークル,14,,槌尾健,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,4,0,0,1,6.2,0,0,0,-
2018-11-10,東京トヨペットグリーンスパークル,16,,松本敬三,3,■,■,■,nan,nan,33,13,5,0.3939393939393939,0.24242424242424243,4.33,2,0,2,0.0,0,-,11,0,1,5,9.1,30,10,14,56.7
2018-11-10,東京トヨペットグリーンスパークル,17,L,峰尾拓,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,11,6,5,77.3
2018-11-10,東京トヨペットグリーンスパークル,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,80,32,8,0.4,0.3,10.67,5,0,3,0.0,3,1.00,65,2,8,9,3.5,58,23,24,60.3
2018-11-10,近畿クラブスフィーダ,1,,山本映樹,4,■,■,■,■,nan,16,6,1,0.375,0.3125,1.50,0,0,0,-,1,0.25,17,1,4,1,1.5,0,0,0,-
2018-11-10,近畿クラブスフィーダ,3,,河戸俊亮,4,■,■,■,■,nan,13,5,1,0.38461538461538464,0.3076923076923077,1.25,0,0,0,-,6,1.50,12,1,0,0,8.3,0,0,0,-
2018-11-10,近畿クラブスフィーダ,4,,北村將,4,■,■,■,■,nan,31,13,2,0.41935483870967744,0.3548387096774194,3.25,0,0,0,-,1,0.25,11,1,0,0,9.1,53,33,8,69.8
2018-11-10,近畿クラブスフィーダ,5,,今中聖也,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2018-11-10,近畿クラブスフィーダ,7,,石田康祐,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2018-11-10,近畿クラブスフィーダ,11,,本多駿,4,■,■,■,■,nan,44,21,5,0.4772727272727273,0.36363636363636365,5.25,9,5,2,55.6,2,0.50,21,2,0,4,14.3,3,0,3,50.0
2018-11-10,近畿クラブスフィーダ,12,,中田雄大,4,■,■,■,■,nan,2,0,0,0.0,0.0,-,0,0,0,-,0,-,17,0,1,1,0.0,1,0,0,0.0
2018-11-10,近畿クラブスフィーダ,13,,那須野裕進,4,■,■,■,■,nan,16,7,2,0.4375,0.3125,1.75,0,0,0,-,3,0.75,16,1,1,1,6.2,2,1,1,75.0
2018-11-10,近畿クラブスフィーダ,14,,片岡飛雄吾,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2018-11-10,近畿クラブスフィーダ,15,,久門伸司,4,□,□,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,3,0,1,0,-8.3,8,5,1,68.8
2018-11-10,近畿クラブスフィーダ,16,L,大原悠,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,29,20,6,79.3
2018-11-10,近畿クラブスフィーダ,25,,新屋政樹,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
