名前,年月,チーム,背番号,月,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
春日咲乃,2017-02,GSS東京サンビームズ,17,8,11,75,25,2,33.3,30.7,6,1,0,0,36,1,1,16,0,0,0,16.7,2.27,0.0,13.2,
春田詩織,2016-11,ブレス浜松,18,11,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
春田詩織,2017-02,ブレス浜松,18,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
木幡祥子,2016-11,大阪スーペリアーズ,9,33,10,91,26,6,28.6,22.0,0,0,0,2,41,2,1,19,73,40,0,,2.6,0.2,15.9,54.8
木幡祥子,2016-12,大阪スーペリアーズ,9,24,9,34,6,2,17.6,11.8,0,0,0,1,23,0,0,6,61,29,0,,0.67,0.11,6.5,47.5
木幡祥子,2017-01,大阪スーペリアーズ,9,4,14,40,10,5,25.0,12.5,1,0,1,0,53,3,1,11,97,47,0,0.0,0.71,0.0,10.4,48.5
木幡祥子,2017-02,大阪スーペリアーズ,9,12,14,56,18,2,32.1,28.6,0,0,0,0,51,0,0,20,114,71,0,,1.29,0.0,9.8,62.3
杉山瑠夏,2016-11,トヨタ自動車ヴァルキューレ,3,44,13,108,39,7,36.1,29.6,5,3,0,2,59,3,4,29,81,43,0,60.0,3.0,0.15,15.7,53.1
杉山瑠夏,2016-12,トヨタ自動車ヴァルキューレ,3,12,3,23,3,0,13.0,13.0,0,0,0,0,15,1,1,8,23,17,0,,1.0,0.0,18.3,73.9
杉山瑠夏,2017-01,トヨタ自動車ヴァルキューレ,3,4,18,154,51,12,33.1,25.3,4,0,2,2,77,0,2,37,108,62,0,0.0,2.83,0.11,11.4,57.4
杉山瑠夏,2017-02,トヨタ自動車ヴァルキューレ,3,12,20,159,39,16,24.5,14.5,6,2,1,6,71,5,8,29,143,81,0,33.3,1.95,0.3,14.4,56.6
村尾葉津樹,2016-11,GSS東京サンビームズ,2,22,6,1,0,0,0.0,0.0,0,0,0,0,20,0,1,8,2,2,0,,0.0,0.0,8.8,100.0
村尾葉津樹,2017-01,GSS東京サンビームズ,2,3,5,3,1,0,33.3,33.3,1,0,0,0,25,1,2,10,0,0,0,0.0,0.2,0.0,12.0,
村尾葉津樹,2017-02,GSS東京サンビームズ,2,10,12,5,1,1,20.0,0.0,0,0,0,0,45,2,0,20,0,0,0,,0.08,0.0,15.6,
松尾妃七菜,2016-11,トヨタ自動車ヴァルキューレ,8,44,13,15,6,0,40.0,40.0,0,0,0,1,54,2,1,16,0,0,0,,0.46,0.08,10.6,
松尾妃七菜,2016-12,トヨタ自動車ヴァルキューレ,8,12,3,2,1,0,50.0,50.0,0,0,0,1,11,0,0,6,0,0,0,,0.33,0.33,13.6,
松尾妃七菜,2017-01,トヨタ自動車ヴァルキューレ,8,4,18,12,4,0,33.3,33.3,0,0,0,0,67,1,0,12,0,0,0,,0.22,0.0,6.0,
松尾妃七菜,2017-02,トヨタ自動車ヴァルキューレ,8,12,20,14,5,2,35.7,21.4,0,0,0,0,83,1,1,26,0,0,0,,0.25,0.0,8.7,
松尾由紀子,2016-11,プレステージ・インターナショナルアランマーレ,6,44,14,1,0,0,0.0,0.0,0,0,0,0,57,2,2,29,2,0,0,,0.0,0.0,15.4,0.0
松尾由紀子,2016-12,プレステージ・インターナショナルアランマーレ,6,12,4,0,0,0,,,0,0,0,1,23,2,0,10,0,0,0,,0.0,0.25,19.6,
松尾由紀子,2017-01,プレステージ・インターナショナルアランマーレ,6,5,21,9,2,0,22.2,22.2,0,0,0,2,103,4,3,45,1,0,0,,0.1,0.1,14.1,0.0
松尾由紀子,2017-02,プレステージ・インターナショナルアランマーレ,6,10,17,3,2,0,66.7,66.7,0,0,0,0,57,3,3,21,0,0,0,,0.12,0.0,13.2,
松島夏葉,2017-02,大阪スーペリアーズ,12,12,19,95,29,5,30.5,25.3,0,0,0,5,63,4,8,21,4,2,0,,1.53,0.26,11.5,50.0
松浦未波,2016-11,GSS東京サンビームズ,28,55,16,6,0,0,0.0,0.0,0,0,0,1,39,2,3,16,12,5,0,,0.0,0.06,13.5,41.7
松浦未波,2016-12,GSS東京サンビームズ,28,12,4,2,0,1,0.0,-50.0,0,0,0,0,12,0,1,3,1,1,0,,0.0,0.0,4.2,100.0
松浦未波,2017-01,GSS東京サンビームズ,28,3,10,4,2,0,50.0,50.0,0,0,0,0,19,1,0,7,2,0,0,,0.2,0.0,14.5,0.0
林仁美,2016-11,大阪スーペリアーズ,10,33,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
林仁美,2016-12,大阪スーペリアーズ,10,24,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
林仁美,2017-01,大阪スーペリアーズ,10,4,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
林仁美,2017-02,大阪スーペリアーズ,10,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
柳沢紫子,2017-01,プレステージ・インターナショナルアランマーレ,17,4,1,1,1,0,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.0,,
柳沢紫子,2017-02,プレステージ・インターナショナルアランマーレ,17,8,3,2,1,0,50.0,50.0,0,0,0,0,1,0,0,0,0,0,0,,0.33,0.0,0.0,
柴小屋志織,2016-11,ブレス浜松,6,44,15,87,36,1,41.4,40.2,0,0,0,6,58,1,1,25,6,3,0,,2.4,0.4,12.1,50.0
柴小屋志織,2016-12,ブレス浜松,6,24,9,52,21,2,40.4,36.5,0,0,0,8,21,0,5,7,3,2,0,,2.33,0.89,2.4,66.7
柴小屋志織,2017-01,ブレス浜松,6,3,12,66,30,1,45.5,43.9,0,0,0,6,53,3,3,19,3,2,0,,2.5,0.5,13.2,66.7
柴小屋志織,2017-02,ブレス浜松,6,12,24,149,54,6,36.2,32.2,2,0,0,12,89,7,7,30,4,2,0,0.0,2.25,0.5,14.3,50.0
柴田由夏,2016-11,GSS東京サンビームズ,20,55,6,0,0,0,,,0,0,0,0,0,0,0,0,43,26,0,,0.0,0.0,,60.5
柴田由夏,2016-12,GSS東京サンビームズ,20,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
柴田由夏,2017-01,GSS東京サンビームズ,20,4,1,0,0,0,,,0,0,0,0,0,0,0,0,18,11,0,,0.0,0.0,,61.1
柿沼杏奈,2016-11,群馬銀行グリーンウイングス,10,44,14,93,17,10,18.3,7.5,1,0,0,2,40,1,2,17,100,51,0,0.0,1.21,0.14,11.9,51.0
柿沼杏奈,2016-12,群馬銀行グリーンウイングス,10,12,3,26,4,3,15.4,3.8,0,0,0,0,7,0,0,3,21,10,0,,1.33,0.0,10.7,47.6
柿沼杏奈,2017-01,群馬銀行グリーンウイングス,10,4,14,116,32,8,27.6,20.7,0,0,0,1,54,1,2,15,88,49,0,,2.29,0.07,7.9,55.7
柿沼杏奈,2017-02,群馬銀行グリーンウイングス,10,12,20,196,63,6,32.1,29.1,0,0,0,2,55,2,4,16,173,108,0,,3.15,0.1,9.1,62.4
栗田楓,2016-11,群馬銀行グリーンウイングス,17,44,14,14,9,1,64.3,57.1,0,0,0,0,56,0,3,21,0,0,0,,0.64,0.0,8.0,
栗田楓,2016-12,群馬銀行グリーンウイングス,17,12,3,2,1,0,50.0,50.0,0,0,0,0,12,0,0,4,0,0,0,,0.33,0.0,8.3,
栗田楓,2017-01,群馬銀行グリーンウイングス,17,4,14,8,3,0,37.5,37.5,0,0,0,1,69,2,4,20,0,0,0,,0.21,0.07,8.7,
栗田楓,2017-02,群馬銀行グリーンウイングス,17,12,22,16,3,0,18.8,18.8,0,0,0,3,100,4,7,40,0,0,0,,0.14,0.14,12.2,
梅木瞳,2016-11,トヨタ自動車ヴァルキューレ,16,44,4,15,6,1,40.0,33.3,0,0,0,1,15,0,2,6,0,0,0,,1.5,0.25,6.7,
梅木瞳,2016-12,トヨタ自動車ヴァルキューレ,16,12,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
梅木瞳,2017-01,トヨタ自動車ヴァルキューレ,16,4,8,20,7,0,35.0,35.0,0,0,0,0,9,0,2,3,0,0,0,,0.88,0.0,2.8,
梅木瞳,2017-02,トヨタ自動車ヴァルキューレ,16,12,11,76,26,5,34.2,27.6,0,0,0,0,33,0,6,9,2,0,0,,2.36,0.0,2.3,0.0
棟方真衣,2016-11,GSS東京サンビームズ,23,22,4,33,16,2,48.5,42.4,0,0,0,1,4,0,0,2,1,0,0,,4.0,0.25,12.5,0.0
棟方真衣,2016-12,GSS東京サンビームズ,23,12,4,12,4,0,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.0,,
棟方真衣,2017-01,GSS東京サンビームズ,23,2,7,37,13,1,35.1,32.4,1,0,0,0,20,0,2,9,6,3,0,0.0,1.86,0.0,8.8,50.0
棟方真衣,2017-02,GSS東京サンビームズ,23,2,4,28,8,2,28.6,21.4,0,0,0,0,2,0,0,0,0,0,0,,2.0,0.0,0.0,
森寿実子,2016-11,プレステージ・インターナショナルアランマーレ,11,44,11,0,0,0,,,0,0,0,0,0,0,0,0,40,28,0,,0.0,0.0,,70.0
森寿実子,2016-12,プレステージ・インターナショナルアランマーレ,11,12,4,0,0,0,,,0,0,0,0,0,0,0,0,17,13,0,,0.0,0.0,,76.5
森寿実子,2017-01,プレステージ・インターナショナルアランマーレ,11,5,21,0,0,0,,,0,0,0,0,0,0,0,0,127,97,0,,0.0,0.0,,76.4
森寿実子,2017-02,プレステージ・インターナショナルアランマーレ,11,10,19,0,0,0,,,0,0,0,0,0,0,0,0,88,52,0,,0.0,0.0,,59.1
権藤玲奈,2016-11,トヨタ自動車ヴァルキューレ,5,44,13,115,49,7,42.6,36.5,0,0,0,8,43,2,3,25,4,2,0,,3.77,0.62,17.4,50.0
権藤玲奈,2016-12,トヨタ自動車ヴァルキューレ,5,12,3,27,12,0,44.4,44.4,0,0,0,1,12,0,2,7,0,0,0,,4.0,0.33,10.4,
権藤玲奈,2017-01,トヨタ自動車ヴァルキューレ,5,4,18,131,53,5,40.5,36.6,1,0,0,9,63,2,3,18,3,2,0,0.0,2.94,0.5,9.1,66.7
権藤玲奈,2017-02,トヨタ自動車ヴァルキューレ,5,12,20,175,83,6,47.4,44.0,1,1,0,11,58,0,4,22,4,2,0,100.0,4.15,0.55,7.8,50.0
正元志歩,2016-11,大阪スーペリアーズ,13,33,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
水上真悠子,2017-02,ブレス浜松,21,8,12,98,25,9,25.5,16.3,1,0,0,1,35,1,1,13,37,23,0,0.0,2.08,0.08,11.4,62.2
江川優貴,2017-01,プレステージ・インターナショナルアランマーレ,16,4,17,77,26,5,33.8,27.3,0,0,0,2,32,1,2,20,11,2,0,,1.53,0.12,17.2,18.2
江川優貴,2017-02,プレステージ・インターナショナルアランマーレ,16,10,17,62,22,5,35.5,27.4,0,0,0,4,44,3,4,14,8,3,0,,1.29,0.24,12.5,37.5
浅川希,2016-11,プレステージ・インターナショナルアランマーレ,15,44,11,56,19,6,33.9,23.2,0,0,0,1,24,2,4,5,107,60,0,,1.73,0.09,9.4,56.1
浅川希,2016-12,プレステージ・インターナショナルアランマーレ,15,12,4,31,10,0,32.3,32.3,0,0,0,0,16,3,3,3,36,19,0,,2.5,0.0,18.8,52.8
浅川希,2017-01,プレステージ・インターナショナルアランマーレ,15,5,21,152,40,9,26.3,20.4,0,0,0,2,54,5,11,19,189,110,0,,1.9,0.1,13.0,58.2
浅川希,2017-02,プレステージ・インターナショナルアランマーレ,15,10,19,170,68,8,40.0,35.3,0,0,0,4,68,7,7,17,226,141,0,,3.58,0.21,14.0,62.4
浅野愛美,2016-11,トヨタ自動車ヴァルキューレ,10,44,9,0,0,0,,,0,0,0,0,0,0,0,0,52,36,0,,0.0,0.0,,69.2
浅野愛美,2016-12,トヨタ自動車ヴァルキューレ,10,12,1,0,0,0,,,0,0,0,0,0,0,0,0,6,3,0,,0.0,0.0,,50.0
浅野愛美,2017-01,トヨタ自動車ヴァルキューレ,10,4,8,0,0,0,,,0,0,0,0,0,0,0,0,54,28,0,,0.0,0.0,,51.9
浅野愛美,2017-02,トヨタ自動車ヴァルキューレ,10,12,5,0,0,0,,,0,0,0,0,0,0,0,0,16,10,0,,0.0,0.0,,62.5
浅野美波,2016-11,トヨタ自動車ヴァルキューレ,18,44,13,75,33,4,44.0,38.7,0,0,0,6,62,2,8,25,40,21,0,,2.54,0.46,10.1,52.5
浅野美波,2016-12,トヨタ自動車ヴァルキューレ,18,12,3,26,9,2,34.6,26.9,0,0,0,1,13,0,3,4,11,5,0,,3.0,0.33,1.9,45.5
浅野美波,2017-01,トヨタ自動車ヴァルキューレ,18,4,18,82,34,4,41.5,36.6,0,0,0,4,62,4,14,23,56,37,0,,1.89,0.22,10.1,66.1
浅野美波,2017-02,トヨタ自動車ヴァルキューレ,18,12,12,48,16,6,33.3,20.8,0,0,0,5,46,3,8,20,47,29,0,,1.33,0.42,13.0,61.7
澁谷美妃,2016-11,ブレス浜松,20,11,2,0,0,0,,,0,0,0,0,0,0,0,0,1,0,0,,0.0,0.0,,0.0
澁谷美妃,2016-12,ブレス浜松,20,24,1,0,0,0,,,0,0,0,0,1,0,0,0,1,0,0,,0.0,0.0,0.0,0.0
澁谷美妃,2017-01,ブレス浜松,20,2,2,0,0,0,,,0,0,0,0,7,0,0,5,6,5,0,,0.0,0.0,17.9,83.3
澁谷美妃,2017-02,ブレス浜松,20,6,4,0,0,0,,,0,0,0,0,5,0,1,0,4,2,0,,0.0,0.0,-5.0,50.0
熊本比奈,2016-11,ブレス浜松,1,22,1,11,4,2,36.4,18.2,1,0,1,0,3,0,1,1,6,5,0,0.0,4.0,0.0,0.0,83.3
熊本比奈,2017-02,ブレス浜松,1,6,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
田中瑠奈,2017-01,群馬銀行グリーンウイングス,20,3,3,21,8,1,38.1,33.3,0,0,0,1,8,0,1,2,9,5,0,,2.67,0.33,3.1,55.6
田中瑠奈,2017-02,群馬銀行グリーンウイングス,20,10,18,207,81,13,39.1,32.9,5,1,0,1,68,1,6,32,126,75,0,20.0,4.5,0.06,11.0,59.5
田中静香,2016-11,ブレス浜松,14,44,6,0,0,0,,,0,0,0,0,9,0,2,4,0,0,0,,0.0,0.0,5.6,
田中静香,2016-12,ブレス浜松,14,24,2,0,0,0,,,0,0,0,0,6,0,2,3,0,0,0,,0.0,0.0,4.2,
田中静香,2017-01,ブレス浜松,14,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
田中静香,2017-02,ブレス浜松,14,12,4,0,0,0,,,0,0,0,0,5,0,0,1,0,0,0,,0.0,0.0,5.0,
田戸美咲,2016-11,トヨタ自動車ヴァルキューレ,14,33,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
田戸美咲,2016-12,トヨタ自動車ヴァルキューレ,14,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
田戸美咲,2017-01,トヨタ自動車ヴァルキューレ,14,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
田戸美咲,2017-02,トヨタ自動車ヴァルキューレ,14,10,1,0,0,0,,,0,0,0,0,0,0,0,0,4,3,0,,0.0,0.0,,75.0
田村愛美,2016-11,プレステージ・インターナショナルアランマーレ,8,44,8,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
田村愛美,2016-12,プレステージ・インターナショナルアランマーレ,8,12,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
田村愛美,2017-01,プレステージ・インターナショナルアランマーレ,8,5,4,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
田村愛美,2017-02,プレステージ・インターナショナルアランマーレ,8,10,10,2,1,0,50.0,50.0,1,0,0,0,14,1,1,2,0,0,0,0.0,0.1,0.0,8.9,
百瀬彩夏,2016-11,GSS東京サンビームズ,12,55,18,100,30,2,30.0,28.0,0,0,0,4,55,1,3,28,5,4,0,,1.67,0.22,13.2,80.0
百瀬彩夏,2016-12,GSS東京サンビームズ,12,12,4,20,6,1,30.0,25.0,0,0,0,1,14,0,2,5,0,0,0,,1.5,0.25,5.4,
百瀬彩夏,2017-01,GSS東京サンビームズ,12,4,15,79,30,2,38.0,35.4,0,0,0,3,42,3,1,19,0,0,0,,2.0,0.2,17.9,
百瀬彩夏,2017-02,GSS東京サンビームズ,12,10,16,100,33,7,33.0,26.0,0,0,0,9,65,2,0,25,1,1,0,,2.06,0.56,12.7,100.0
矢口紗友美,2016-12,大阪スーペリアーズ,3,24,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
矢口紗友美,2017-01,大阪スーペリアーズ,3,4,14,44,16,2,36.4,31.8,0,0,0,6,54,4,2,20,2,2,0,,1.14,0.43,15.7,100.0
矢口紗友美,2017-02,大阪スーペリアーズ,3,12,13,95,25,11,26.3,14.7,2,0,1,0,26,1,3,10,43,18,0,0.0,1.92,0.0,10.6,41.9
矢萩ももこ,2016-11,群馬銀行グリーンウイングス,6,44,4,1,0,1,0.0,-100.0,1,0,1,0,2,0,0,1,0,0,0,0.0,0.0,0.0,12.5,
矢萩ももこ,2016-12,群馬銀行グリーンウイングス,6,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
矢萩ももこ,2017-01,群馬銀行グリーンウイングス,6,4,6,0,0,0,,,0,0,0,0,4,0,1,1,0,0,0,,0.0,0.0,0.0,
矢萩ももこ,2017-02,群馬銀行グリーンウイングス,6,12,2,0,0,0,,,0,0,0,0,1,0,0,1,0,0,0,,0.0,0.0,25.0,
磯野明日香,2017-01,群馬銀行グリーンウイングス,19,3,1,3,1,0,33.3,33.3,0,0,0,0,1,0,1,0,0,0,0,,1.0,0.0,-25.0,
磯野明日香,2017-02,群馬銀行グリーンウイングス,19,12,5,0,0,0,,,0,0,0,0,9,1,1,2,0,0,0,,0.0,0.0,13.9,
秋満由紀子,2016-11,GSS東京サンビームズ,9,55,16,144,39,5,27.1,23.6,7,2,0,0,37,2,1,22,0,0,0,28.6,2.44,0.0,19.6,
秋満由紀子,2016-12,GSS東京サンビームズ,9,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
秋満由紀子,2017-01,GSS東京サンビームズ,9,1,5,32,6,2,18.8,12.5,1,0,0,0,15,2,0,2,0,0,0,0.0,1.2,0.0,16.7,
秋満由紀子,2017-02,GSS東京サンビームズ,9,8,4,8,3,0,37.5,37.5,0,0,0,0,3,0,1,0,0,0,0,,0.75,0.0,-8.3,
竹内碧,2016-11,トヨタ自動車ヴァルキューレ,13,44,4,0,0,0,,,0,0,0,0,4,0,0,2,0,0,0,,0.0,0.0,12.5,
竹内碧,2016-12,トヨタ自動車ヴァルキューレ,13,12,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
竹内碧,2017-01,トヨタ自動車ヴァルキューレ,13,4,6,1,0,0,0.0,0.0,0,0,0,0,13,0,1,5,1,0,0,,0.0,0.0,7.7,0.0
竹内碧,2017-02,トヨタ自動車ヴァルキューレ,13,12,6,0,0,0,,,0,0,0,0,2,0,0,2,0,0,0,,0.0,0.0,25.0,
緑川友梨佳,2017-01,GSS東京サンビームズ,22,1,2,7,0,2,0.0,-28.6,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
緑川友梨佳,2017-02,GSS東京サンビームズ,22,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
縄田香世子,2016-11,GSS東京サンビームズ,24,33,5,21,6,2,28.6,19.0,0,0,0,0,8,0,3,3,3,0,0,,1.2,0.0,0.0,0.0
縄田香世子,2017-01,GSS東京サンビームズ,24,3,3,9,3,1,33.3,22.2,0,0,0,0,2,0,0,0,0,0,0,,1.0,0.0,0.0,
縄田香世子,2017-02,GSS東京サンビームズ,24,6,1,2,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,0,,0.0,0.0,,100.0
草野静奈,2016-11,GSS東京サンビームズ,18,55,14,0,0,0,,,0,0,0,0,18,0,1,8,0,0,0,,0.0,0.0,9.7,
草野静奈,2017-01,GSS東京サンビームズ,18,1,4,0,0,0,,,0,0,0,0,6,0,1,3,0,0,0,,0.0,0.0,8.3,
草野静奈,2017-02,GSS東京サンビームズ,18,10,8,0,0,0,,,0,0,0,0,3,0,1,0,0,0,0,,0.0,0.0,-8.3,
菅井美貴,2016-11,ブレス浜松,5,44,15,45,16,1,35.6,33.3,0,0,0,3,64,0,4,35,24,17,0,,1.07,0.2,12.1,70.8
菅井美貴,2016-12,ブレス浜松,5,24,8,13,4,0,30.8,30.8,0,0,0,0,23,0,0,10,7,6,0,,0.5,0.0,10.9,85.7
菅井美貴,2017-01,ブレス浜松,5,3,12,18,6,0,33.3,33.3,0,0,0,1,35,0,1,12,5,4,0,,0.5,0.08,7.9,80.0
菅井美貴,2017-02,ブレス浜松,5,12,24,30,10,1,33.3,30.0,1,1,0,3,95,3,2,32,7,6,0,100.0,0.42,0.12,11.1,85.7
菅原麻衣,2016-11,ブレス浜松,8,44,15,111,36,4,32.4,28.8,0,0,0,3,64,1,3,30,4,1,0,,2.4,0.2,12.1,25.0
菅原麻衣,2016-12,ブレス浜松,8,24,9,44,14,4,31.8,22.7,0,0,0,3,37,2,0,17,2,2,0,,1.56,0.33,16.9,100.0
菅原麻衣,2017-01,ブレス浜松,8,3,12,72,37,3,51.4,47.2,0,0,0,3,39,0,4,14,0,0,0,,3.08,0.25,6.4,
菅原麻衣,2017-02,ブレス浜松,8,12,24,155,63,10,40.6,34.2,0,0,0,4,89,5,3,28,1,1,0,,2.62,0.17,12.6,100.0
菊地めぐみ,2016-11,GSS東京サンビームズ,16,55,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
菊地めぐみ,2017-01,GSS東京サンビームズ,16,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
菊地めぐみ,2017-02,GSS東京サンビームズ,16,2,2,5,0,2,0.0,-40.0,0,0,0,0,5,0,0,1,0,0,0,,0.0,0.0,5.0,
谷内真美,2016-11,群馬銀行グリーンウイングス,8,44,14,0,0,0,,,0,0,0,0,0,0,0,0,65,41,0,,0.0,0.0,,63.1
谷内真美,2016-12,群馬銀行グリーンウイングス,8,12,3,0,0,0,,,0,0,0,0,0,0,0,0,8,6,0,,0.0,0.0,,75.0
谷内真美,2017-01,群馬銀行グリーンウイングス,8,4,14,0,0,0,,,0,0,0,0,0,0,0,0,71,42,0,,0.0,0.0,,59.2
谷内真美,2017-02,群馬銀行グリーンウイングス,8,12,22,0,0,0,,,0,0,0,0,0,0,0,0,82,45,0,,0.0,0.0,,54.9
財前実可子,2016-12,GSS東京サンビームズ,26,12,2,11,4,0,36.4,36.4,0,0,0,2,6,0,0,0,0,0,0,,2.0,1.0,0.0,
財前実可子,2017-01,GSS東京サンビームズ,26,4,9,29,10,1,34.5,31.0,0,0,0,3,19,0,0,7,3,1,0,,1.11,0.33,9.2,33.3
財前実可子,2017-02,GSS東京サンビームズ,26,8,4,11,2,1,18.2,9.1,0,0,0,1,15,1,0,4,0,0,0,,0.5,0.25,13.3,
重松史乃,2016-11,GSS東京サンビームズ,1,55,9,2,2,0,100.0,100.0,0,0,0,0,16,0,1,7,1,0,0,,0.22,0.0,9.4,0.0
重松史乃,2016-12,GSS東京サンビームズ,1,12,4,1,0,0,0.0,0.0,0,0,0,0,8,0,0,2,0,0,0,,0.0,0.0,6.2,
重松史乃,2017-01,GSS東京サンビームズ,1,4,12,8,6,0,75.0,75.0,0,0,0,0,28,3,4,13,1,0,0,,0.5,0.0,18.8,0.0
重松史乃,2017-02,GSS東京サンビームズ,1,10,11,4,0,0,0.0,0.0,0,0,0,0,26,2,2,13,0,0,0,,0.0,0.0,18.3,
鈴木日葵,2016-11,群馬銀行グリーンウイングス,14,44,12,82,30,6,36.6,29.3,0,0,0,6,30,0,5,11,3,0,0,,2.5,0.5,5.0,0.0
鈴木日葵,2016-12,群馬銀行グリーンウイングス,14,12,3,21,6,5,28.6,4.8,0,0,0,1,10,0,1,5,0,0,0,,2.0,0.33,10.0,
鈴木日葵,2017-01,群馬銀行グリーンウイングス,14,4,14,93,42,7,45.2,37.6,0,0,0,9,41,1,3,14,0,0,0,,3.0,0.64,9.1,
鈴木日葵,2017-02,群馬銀行グリーンウイングス,14,12,21,130,52,11,40.0,31.5,0,0,0,12,48,1,6,23,4,2,0,,2.48,0.57,10.9,50.0
関口梨紗子,2016-11,GSS東京サンビームズ,27,55,18,77,30,4,39.0,33.8,0,0,0,3,53,0,1,22,5,2,0,,1.67,0.17,9.9,40.0
関口梨紗子,2016-12,GSS東京サンビームズ,27,12,3,11,2,1,18.2,9.1,1,0,0,0,11,0,0,4,1,1,0,0.0,0.67,0.0,9.1,100.0
関口梨紗子,2017-01,GSS東京サンビームズ,27,3,7,29,9,3,31.0,20.7,0,0,0,2,26,0,1,12,0,0,0,,1.29,0.29,10.6,
関口梨紗子,2017-02,GSS東京サンビームズ,27,10,11,44,13,3,29.5,22.7,0,0,0,4,35,0,2,15,3,2,0,,1.18,0.36,9.3,66.7
須崎杏,2016-11,群馬銀行グリーンウイングス,1,44,14,73,29,3,39.7,35.6,1,0,0,2,37,3,2,17,0,0,0,0.0,2.07,0.14,18.2,
須崎杏,2016-12,群馬銀行グリーンウイングス,1,12,3,13,7,0,53.8,53.8,0,0,0,3,6,0,1,1,0,0,0,,2.33,1.0,0.0,
須崎杏,2017-01,群馬銀行グリーンウイングス,1,4,14,78,26,4,33.3,28.2,0,0,0,6,24,1,1,9,0,0,0,,1.86,0.43,12.5,
須崎杏,2017-02,群馬銀行グリーンウイングス,1,12,18,69,26,5,37.7,30.4,0,0,0,8,35,1,3,14,0,0,0,,1.44,0.44,10.7,
高岡ひかる,2016-11,トヨタ自動車ヴァルキューレ,1,44,2,2,1,0,50.0,50.0,0,0,0,0,0,0,0,0,0,0,0,,0.5,0.0,,
高岡ひかる,2016-12,トヨタ自動車ヴァルキューレ,1,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
高岡ひかる,2017-01,トヨタ自動車ヴァルキューレ,1,4,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
高岡ひかる,2017-02,トヨタ自動車ヴァルキューレ,1,12,4,3,1,0,33.3,33.3,0,0,0,0,4,1,0,2,0,0,0,,0.25,0.0,37.5,
高橋美桜,2016-11,GSS東京サンビームズ,25,55,18,230,73,11,31.7,27.0,17,1,2,2,58,1,2,21,78,33,0,5.9,4.06,0.11,9.9,42.3
高橋美桜,2016-12,GSS東京サンビームズ,25,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
高橋美桜,2017-01,GSS東京サンビームズ,25,4,12,136,33,6,24.3,19.9,6,1,0,1,34,3,1,13,63,39,0,16.7,2.75,0.08,17.6,61.9
高橋美桜,2017-02,GSS東京サンビームズ,25,10,16,208,59,6,28.4,25.5,11,1,1,1,56,1,2,23,144,81,0,9.1,3.69,0.06,11.2,56.2
鬼頭朋子,2016-11,群馬銀行グリーンウイングス,7,44,7,25,9,0,36.0,36.0,0,0,0,1,12,0,2,7,0,0,0,,1.29,0.14,10.4,
