試合日,チーム,相手チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2018-03-03,JTサンダーズ,豊田合成トレフェルサ,2,,町野仁志,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2018-03-03,JTサンダーズ,豊田合成トレフェルサ,3,,深津旭弘,4,■,■,■,■,nan,0,0,0,,,-,0,0,0,-,1,0.25,14,0,1,4,5.4,0,0,0,-,1
2018-03-03,JTサンダーズ,豊田合成トレフェルサ,4,,中島健太,4,■,■,■,■,nan,7,5,0,71.4,71.4,1.25,0,0,0,-,2,0.50,14,0,0,1,1.8,1,0,0,0.0,7
2018-03-03,JTサンダーズ,豊田合成トレフェルサ,5,,吉岡光大,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2018-03-03,JTサンダーズ,豊田合成トレフェルサ,7,,八子大輔,2,nan,nan,□,■,nan,21,13,1,61.9,57.1,6.50,13,7,1,53.8,0,-,5,1,0,1,25.0,0,0,0,-,14
2018-03-03,JTサンダーズ,豊田合成トレフェルサ,8,,久原大輝,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2018-03-03,JTサンダーズ,豊田合成トレフェルサ,10,L,井上航,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,24,7,7,43.8,0
2018-03-03,JTサンダーズ,豊田合成トレフェルサ,11,,安井勇誠,3,nan,□,■,□,nan,20,9,1,45.0,40.0,3.00,9,4,1,44.4,1,0.33,6,0,0,3,12.5,0,0,0,-,10
2018-03-03,JTサンダーズ,豊田合成トレフェルサ,14,,エドガートーマス,2,■,■,nan,nan,nan,20,12,3,60.0,45.0,6.00,11,6,2,54.5,0,-,6,0,0,6,25.0,1,0,1,50.0,12
2018-03-03,JTサンダーズ,豊田合成トレフェルサ,15,L,唐川大志,1,nan,nan,nan,〇,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2018-03-03,JTサンダーズ,豊田合成トレフェルサ,17,,金子聖輝,2,nan,nan,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,4,0,0,0,0.0,0,0,0,-,0
2018-03-03,JTサンダーズ,豊田合成トレフェルサ,18,,山本将平,4,■,■,■,■,nan,31,14,2,45.2,38.7,3.50,2,0,0,0.0,0,-,18,1,4,10,13.9,21,7,2,38.1,15
2018-03-03,JTサンダーズ,豊田合成トレフェルサ,19,,小野寺太志,4,■,■,■,■,nan,10,8,1,80.0,70.0,2.00,0,0,0,-,1,0.25,13,1,1,3,11.5,0,0,0,-,10
2018-03-03,JTサンダーズ,豊田合成トレフェルサ,24,,武智洸史,4,■,■,■,■,nan,18,2,1,11.1,5.6,0.50,0,0,0,-,2,0.50,14,0,1,6,8.9,34,6,8,29.4,4
2018-03-03,JTサンダーズ,豊田合成トレフェルサ,チーム合計,チーム合計,チーム合計,4,nan,nan,nan,nan,nan,127,63,9,49.6,42.5,15.75,35,17,4,48.6,7,1.75,94,3,7,34,10.4,81,20,18,35.8,73
