大会,チーム,試合数,セット数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,バックアタック効果率,セット平均,ブロック得点,セット平均.1,サーブ打数,ノータッチ,エース,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 MEN,東レアローズ,17,54,315,154,8,48.9,46.34920634920635,36,21,1,58.3,55.55555555555556,2.85,7,0.13,125,1,1,40,18,-2.8,380,149,106,53.2,154,7,2,163
レギュラーラウンド,東レアローズ,17,54,315,154,8,48.9,46.34920634920635,36,21,1,58.3,55.55555555555556,2.85,7,0.13,125,1,1,40,18,-2.8,380,149,106,53.2,154,7,2,163
V.LEAGUE DIVISION1 MEN 2018-19,東レアローズ,22,41,87,42,5,48.3,42.5287356321839,1,0,0,0.0,0.0,1.02,7,0.17,65,0,2,25,18,0.4,17,8,3,55.9,42,7,2,51
レギュラーラウンド,東レアローズ,22,41,87,42,5,48.3,42.5287356321839,1,0,0,0.0,0.0,1.02,7,0.17,65,0,2,25,18,0.4,17,8,3,55.9,42,7,2,51
Ｖ・プレミアリーグ男子 2017/18,東レアローズ,12,39,207,93,16,44.9,37.19806763285024,19,7,5,36.8,10.526315789473683,2.38,9,0.23,100,1,1,41,27,-1.5,138,36,43,41.7,93,9,2,104
レギュラーラウンド,東レアローズ,7,26,151,69,12,45.7,37.74834437086093,19,7,5,36.8,10.526315789473683,2.65,5,0.19,69,0,1,31,19,-2.9,85,29,24,48.2,69,5,1,75
ファイナル６,東レアローズ,5,13,56,24,4,42.9,35.714285714285715,0,0,0,-,,1.85,4,0.31,31,1,0,10,8,1.6,53,7,19,31.1,24,4,1,29
レギュラーシーズン通算,,46,121,553,265,25,47.9,43.399638336347195,56,28,6,50.0,39.285714285714285,2.19,19,0.16,259,1,4,96,55,-2.0,482,186,133,52.4,265,19,5,289
通算,,51,134,609,289,29,47.5,42.69293924466338,56,28,6,50.0,39.285714285714285,2.16,23,0.17,290,2,4,106,63,-1.6,535,193,152,50.3,289,23,6,318
