試合日,チーム,相手チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2007-01-06,大分三好ヴァイセアドラー,NECブルーロケッツ,1,,小川貴史,4,■,■,■,■,nan,27,8,3,29.6,18.5,2.00,4,0,2,0.0,1,0.25,13,1,2,3,13.5,37,32,0,86.5,10
2007-01-06,大分三好ヴァイセアドラー,NECブルーロケッツ,2,,徳丸善基,4,□,□,□,■,nan,3,1,0,33.3,33.3,0.25,0,0,0,-,2,0.50,2,0,0,0,0.0,0,0,0,-,3
2007-01-06,大分三好ヴァイセアドラー,NECブルーロケッツ,3,,森岡晃太郎,3,■,■,■,nan,nan,10,5,1,50.0,40.0,1.67,0,0,0,-,0,-,8,0,1,1,3.1,0,0,0,-,5
2007-01-06,大分三好ヴァイセアドラー,NECブルーロケッツ,6,,前田徹也,3,nan,□,□,□,nan,3,0,1,0.0,-33.3,-,0,0,0,-,0,-,3,0,1,2,16.7,3,2,0,66.7,0
2007-01-06,大分三好ヴァイセアドラー,NECブルーロケッツ,7,,小西健太郎,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2007-01-06,大分三好ヴァイセアドラー,NECブルーロケッツ,8,,中村紘二,4,■,■,■,■,nan,11,5,1,45.5,36.4,1.25,0,0,0,-,2,0.50,10,0,1,4,10.0,18,13,0,72.2,7
2007-01-06,大分三好ヴァイセアドラー,NECブルーロケッツ,9,,沖本祥雄,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2007-01-06,大分三好ヴァイセアドラー,NECブルーロケッツ,10,,マイヨフィリップ,4,■,■,■,■,nan,57,22,13,38.6,15.8,5.50,17,5,4,29.4,1,0.25,14,2,3,3,18.2,0,0,0,-,25
2007-01-06,大分三好ヴァイセアドラー,NECブルーロケッツ,15,,古田博幸,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2007-01-06,大分三好ヴァイセアドラー,NECブルーロケッツ,21,L,井上裕介,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,25,17,0,68.0,0
2007-01-06,大分三好ヴァイセアドラー,NECブルーロケッツ,22,,増成一志,4,■,■,■,■,nan,0,0,0,,,-,0,0,0,-,0,-,17,0,0,8,11.8,0,0,0,-,0
2007-01-06,大分三好ヴァイセアドラー,NECブルーロケッツ,23,,南克幸,4,■,■,■,■,nan,13,7,0,53.8,53.8,1.75,0,0,0,-,2,0.50,15,0,0,4,6.7,1,1,0,100.0,9
2007-01-06,大分三好ヴァイセアドラー,NECブルーロケッツ,チーム合計,チーム合計,チーム合計,4,nan,nan,nan,nan,nan,124,48,19,38.7,23.4,12.00,21,5,6,23.8,8,2.00,82,3,8,25,11.0,84,65,0,77.4,59
