大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 MEN,大分三好ヴァイセアドラー,16,18,13,3,1,23.1,1,0,0,0.0,0.17,0,-,15,0,0,6,1,-8.3,30,17,6,66.7,3,0,0,3
レギュラーラウンド,大分三好ヴァイセアドラー,16,18,13,3,1,23.1,1,0,0,0.0,0.17,0,-,15,0,0,6,1,-8.3,30,17,6,66.7,3,0,0,3
V.LEAGUE DIVISION1 MEN 2018-19,大分三好ヴァイセアドラー,27,77,40,19,5,47.5,2,2,0,100.0,0.25,1,0.01,83,0,3,14,13,3.3,193,81,46,53.9,19,1,3,23
レギュラーラウンド,大分三好ヴァイセアドラー,27,77,40,19,5,47.5,2,2,0,100.0,0.25,1,0.01,83,0,3,14,13,3.3,193,81,46,53.9,19,1,3,23
Ｖ・チャレンジリーグⅠ男子 2015/16,大分三好ヴァイセアドラー,20,41,5,1,0,20.0,0,0,0,-,0.02,0,-,53,2,3,6,23,19.2,15,5,0,33.3,1,0,5,6
レギュラーラウンド,大分三好ヴァイセアドラー,20,41,5,1,0,20.0,0,0,0,-,0.02,0,-,53,2,3,6,23,19.2,15,5,0,33.3,1,0,5,6
チャレンジマッチ男子2015/16,大分三好ヴァイセアドラー,2,6,0,0,0,-,0,0,0,-,-,0,-,10,0,0,3,3,7.5,0,0,0,-,0,0,0,0
チャレンジマッチ,大分三好ヴァイセアドラー,2,6,0,0,0,-,0,0,0,-,-,0,-,10,0,0,3,3,7.5,0,0,0,-,0,0,0,0
Ｖ・チャレンジリーグ男子 2014/15,大分三好ヴァイセアドラー,22,51,64,27,7,42.2,9,4,2,44.4,0.53,3,0.06,49,0,1,9,18,10.8,142,96,0,67.6,27,3,1,31
レギュラーラウンド,大分三好ヴァイセアドラー,22,51,64,27,7,42.2,9,4,2,44.4,0.53,3,0.06,49,0,1,9,18,10.8,142,96,0,67.6,27,3,1,31
チャレンジマッチ男子2014/15,大分三好ヴァイセアドラー,2,7,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,10,5,0,50.0,0,0,0,0
チャレンジマッチ,大分三好ヴァイセアドラー,2,7,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,10,5,0,50.0,0,0,0,0
レギュラーシーズン通算,,85,187,122,50,13,41.0,12,6,2,50.0,0.27,4,0.02,200,2,7,35,55,7.0,380,199,52,59.2,50,4,9,63
通算,,89,200,122,50,13,41.0,12,6,2,50.0,0.25,4,0.02,210,2,7,38,58,6.7,390,204,52,59.0,50,4,9,63
