大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 MEN,大分三好ヴァイセアドラー,20,73,672,294,36,43.8,291,126,18,43.3,4.03,4,0.05,281,6,11,25,63,9.4,1,0,0,0.0,294,4,17,315
レギュラーラウンド,大分三好ヴァイセアドラー,20,73,672,294,36,43.8,291,126,18,43.3,4.03,4,0.05,281,6,11,25,63,9.4,1,0,0,0.0,294,4,17,315
V.LEAGUE DIVISION1 MEN 2018-19,大分三好ヴァイセアドラー,27,95,1004,467,86,46.5,441,204,47,46.3,4.92,13,0.14,315,7,2,30,75,6.4,2,1,0,50.0,467,13,9,489
レギュラーラウンド,大分三好ヴァイセアドラー,27,95,1004,467,86,46.5,441,204,47,46.3,4.92,13,0.14,315,7,2,30,75,6.4,2,1,0,50.0,467,13,9,489
Ｖ・チャレンジリーグⅠ男子 2017/18,大分三好ヴァイセアドラー,21,78,859,442,49,51.5,379,182,23,48.0,5.67,20,0.26,351,8,12,32,99,10.5,2,1,1,75.0,442,20,20,482
レギュラーラウンド,大分三好ヴァイセアドラー,21,78,859,442,49,51.5,379,182,23,48.0,5.67,20,0.26,351,8,12,32,99,10.5,2,1,1,75.0,442,20,20,482
Ｖ・チャレンジリーグⅠ男子 2016/17,大分三好ヴァイセアドラー,20,72,898,515,63,57.3,401,226,31,56.4,7.15,22,0.31,312,13,11,38,128,17.2,0,0,0,-,515,22,24,561
レギュラーラウンド,大分三好ヴァイセアドラー,20,72,898,515,63,57.3,401,226,31,56.4,7.15,22,0.31,312,13,11,38,128,17.2,0,0,0,-,515,22,24,561
チャレンジマッチ男子2016/17,大分三好ヴァイセアドラー,2,7,88,44,6,50.0,37,19,1,51.4,6.29,0,-,29,0,1,1,19,19.1,0,0,0,-,44,0,1,45
チャレンジマッチ,大分三好ヴァイセアドラー,2,7,88,44,6,50.0,37,19,1,51.4,6.29,0,-,29,0,1,1,19,19.1,0,0,0,-,44,0,1,45
Ｖ・チャレンジリーグⅠ男子 2015/16,大分三好ヴァイセアドラー,21,75,804,464,46,57.7,360,203,22,56.4,6.19,21,0.28,354,16,13,47,154,18.3,2,0,0,0.0,464,21,29,514
レギュラーラウンド,大分三好ヴァイセアドラー,21,75,804,464,46,57.7,360,203,22,56.4,6.19,21,0.28,354,16,13,47,154,18.3,2,0,0,0.0,464,21,29,514
チャレンジマッチ男子2015/16,大分三好ヴァイセアドラー,2,6,69,34,9,49.3,33,20,2,60.6,5.67,1,0.17,19,1,1,3,7,18.7,0,0,0,-,34,1,2,37
チャレンジマッチ,大分三好ヴァイセアドラー,2,6,69,34,9,49.3,33,20,2,60.6,5.67,1,0.17,19,1,1,3,7,18.7,0,0,0,-,34,1,2,37
レギュラーシーズン通算,,109,393,4237,2182,280,51.5,1872,941,141,50.3,5.55,80,0.20,1613,50,49,172,519,11.5,7,2,1,35.7,2182,80,99,2361
通算,,113,406,4394,2260,295,51.4,1942,980,144,50.5,5.57,81,0.20,1661,51,51,176,545,11.7,7,2,1,35.7,2260,81,102,2443
