試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
2009-11-28,Befcoビービースターズ,1,,門間希,3,■,■,■,nan,nan,18,5,2,0.2777777777777778,0.16666666666666666,1.67,0,0,0,-,1,0.33,6,0,1,2,8.3,6,1,0,16.7
2009-11-28,Befcoビービースターズ,3,,樽谷真由美,3,■,■,■,nan,nan,26,5,3,0.19230769230769232,0.07692307692307693,1.67,0,0,0,-,2,0.67,6,0,0,3,12.5,1,0,0,0.0
2009-11-28,Befcoビービースターズ,5,,佐々木瞳,3,■,■,■,nan,nan,37,6,3,0.16216216216216217,0.08108108108108109,2.00,0,0,0,-,1,0.33,8,0,2,2,6.2,14,8,0,57.1
2009-11-28,Befcoビービースターズ,6,,渡辺佑梨子,3,■,■,■,nan,nan,18,5,1,0.2777777777777778,0.2222222222222222,1.67,0,0,0,-,0,-,7,1,0,2,21.4,9,4,0,44.4
2009-11-28,Befcoビービースターズ,7,,栗田琴恵,3,■,■,■,nan,nan,3,0,0,0.0,0.0,-,0,0,0,-,0,-,10,1,0,5,22.5,0,0,0,-
2009-11-28,Befcoビービースターズ,8,L,佐藤みなみ,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,19,5,0,26.3
2009-11-28,Befcoビービースターズ,9,,山本摩理,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-
2009-11-28,Befcoビービースターズ,10,,山崎望,3,■,■,■,nan,nan,28,2,3,0.07142857142857142,-0.03571428571428571,0.67,1,0,0,0.0,1,0.33,5,1,1,2,26.0,21,10,0,47.6
2009-11-28,Befcoビービースターズ,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,130,23,12,0.17692307692307693,0.08461538461538462,7.67,1,0,0,0.0,5,1.67,43,3,4,16,15.8,70,28,0,40.0
2009-11-28,日立リヴァーレ,3,,吉田あい,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2009-11-28,日立リヴァーレ,5,,松浦麻琴,3,■,■,■,nan,nan,1,0,0,0.0,0.0,-,0,0,0,-,4,1.33,12,1,0,5,17.1,0,0,0,-
2009-11-28,日立リヴァーレ,6,,石田小枝,1,nan,nan,■,nan,nan,11,3,0,0.2727272727272727,0.2727272727272727,3.00,0,0,0,-,0,-,4,0,1,1,6.2,0,0,0,-
2009-11-28,日立リヴァーレ,9,,藤崎朱里,3,■,■,■,nan,nan,23,13,1,0.5652173913043478,0.5217391304347826,4.33,1,0,0,0.0,1,0.33,11,2,0,4,25.5,3,1,0,33.3
2009-11-28,日立リヴァーレ,10,,山本友里恵,2,nan,□,□,nan,nan,4,1,0,0.25,0.25,0.50,0,0,0,-,0,-,3,0,0,2,16.7,0,0,0,-
2009-11-28,日立リヴァーレ,12,,遠井萌仁,3,□,□,□,nan,nan,3,1,0,0.3333333333333333,0.3333333333333333,0.33,1,0,0,0.0,0,-,5,0,0,4,20.0,2,1,0,50.0
2009-11-28,日立リヴァーレ,15,,城美鈴,3,■,■,■,nan,nan,32,10,1,0.3125,0.28125,3.33,2,1,0,50.0,1,0.33,10,0,1,6,15.0,21,12,0,57.1
2009-11-28,日立リヴァーレ,18,,張紫音,3,■,■,■,nan,nan,18,10,0,0.5555555555555556,0.5555555555555556,3.33,0,0,0,-,0,-,10,2,1,5,28.5,1,1,0,100.0
2009-11-28,日立リヴァーレ,19,L,中村かおり,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,10,5,0,50.0
2009-11-28,日立リヴァーレ,20,,江畑幸子,2,■,■,nan,nan,nan,12,3,3,0.25,0.0,1.50,7,0,3,0.0,1,0.50,8,0,0,4,12.5,0,0,0,-
2009-11-28,日立リヴァーレ,21,,佐藤瞳,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2009-11-28,日立リヴァーレ,22,,戸崎琴美,3,■,■,■,nan,nan,8,3,0,0.375,0.375,1.00,0,0,0,-,0,-,11,0,0,7,15.9,0,0,0,-
2009-11-28,日立リヴァーレ,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,112,44,5,0.39285714285714285,0.3482142857142857,14.67,11,1,3,9.1,7,2.33,74,5,3,38,18.5,37,20,0,54.1
2009-11-28,四国Eighty8Queen,1,,高橋潤子,3,■,■,■,nan,nan,39,13,5,0.3333333333333333,0.20512820512820512,4.33,5,2,0,40.0,1,0.33,8,1,3,2,18.8,1,0,0,0.0
2009-11-28,四国Eighty8Queen,2,,浦辺真希,3,□,■,■,nan,nan,8,5,0,0.625,0.625,1.67,1,0,0,0.0,2,0.67,12,2,1,5,23.8,31,12,0,38.7
2009-11-28,四国Eighty8Queen,3,L,大槻めぐみ,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,22,9,0,40.9
2009-11-28,四国Eighty8Queen,4,,内藤絵莉香,3,■,■,■,nan,nan,0,0,0,,,-,0,0,0,-,0,-,10,0,2,3,7.5,0,0,0,-
2009-11-28,四国Eighty8Queen,5,,彦坂香奈,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,1,0,0.0,0,0,0,-
2009-11-28,四国Eighty8Queen,6,,木村雅世,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2009-11-28,四国Eighty8Queen,7,,仁里奈那美,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,5,0,0,1,5.0,3,2,0,66.7
2009-11-28,四国Eighty8Queen,8,,笠松真梨奈,3,■,■,■,nan,nan,24,10,0,0.4166666666666667,0.4166666666666667,3.33,0,0,0,-,1,0.33,6,0,0,5,20.8,4,0,0,0.0
2009-11-28,四国Eighty8Queen,9,,平山麻里,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,1,0,0,0.0
2009-11-28,四国Eighty8Queen,10,,上村麻衣,3,■,■,■,nan,nan,12,4,1,0.3333333333333333,0.25,1.33,0,0,0,-,1,0.33,11,0,2,6,13.6,0,0,0,-
2009-11-28,四国Eighty8Queen,11,L,石田早織,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2009-11-28,四国Eighty8Queen,12,,乾鈴惠,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2009-11-28,四国Eighty8Queen,13,,大須賀咲香,2,■,nan,□,nan,nan,4,1,2,0.25,-0.25,0.50,0,0,0,-,0,-,3,0,0,1,8.3,5,3,0,60.0
