試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
2015-11-07,PFUブルーキャッツ,1,,川上真央,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2015-11-07,PFUブルーキャッツ,2,,ドリスジェニファー,3,■,■,■,nan,nan,20,15,2,0.75,0.65,5.00,0,0,0,-,1,0.33,14,1,1,4,12.9,0,0,0,-
2015-11-07,PFUブルーキャッツ,4,,石橋朋美,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,0,1,12.5,0,0,0,-
2015-11-07,PFUブルーキャッツ,7,,彌永衣利,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2015-11-07,PFUブルーキャッツ,8,,三橋聡恵,3,■,■,■,nan,nan,33,12,2,0.36363636363636365,0.30303030303030304,4.00,0,0,0,-,2,0.67,18,2,4,4,16.7,22,11,0,50.0
2015-11-07,PFUブルーキャッツ,9,,松浦寛子,3,■,■,■,nan,nan,1,1,0,1.0,1.0,0.33,0,0,0,-,4,1.33,13,1,3,6,19.2,0,0,0,-
2015-11-07,PFUブルーキャッツ,10,,坂下麻衣子,3,■,■,■,nan,nan,26,9,1,0.34615384615384615,0.3076923076923077,3.00,5,1,1,20.0,0,-,7,0,0,3,10.7,0,0,0,-
2015-11-07,PFUブルーキャッツ,11,,矢野美子,3,■,■,■,nan,nan,11,6,1,0.5454545454545454,0.45454545454545453,2.00,0,0,0,-,4,1.33,6,0,0,0,0.0,0,0,0,-
2015-11-07,PFUブルーキャッツ,12,,清水眞衣,1,□,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2015-11-07,PFUブルーキャッツ,15,,大保早耶加,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,3,0,0,1,8.3,0,0,0,-
2015-11-07,PFUブルーキャッツ,16,,宇田沙織,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,4,0,0,3,18.8,0,0,0,-
2015-11-07,PFUブルーキャッツ,17,,高橋千晶,3,■,■,■,nan,nan,21,11,0,0.5238095238095238,0.5238095238095238,3.67,0,0,0,-,0,-,8,0,1,1,3.1,19,12,0,63.2
2015-11-07,PFUブルーキャッツ,18,L,新井祐喜子,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2015-11-07,PFUブルーキャッツ,22,L,谷七海,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,16,9,0,56.2
2015-11-07,PFUブルーキャッツ,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,112,54,6,0.48214285714285715,0.42857142857142855,18.00,5,1,1,20.0,11,3.67,75,4,9,23,12.7,57,32,0,56.1
2015-11-07,柏エンゼルクロス,1,L,田村真希,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2015-11-07,柏エンゼルクロス,2,,竹本由美,3,■,■,■,nan,nan,1,0,0,0.0,0.0,-,0,0,0,-,0,-,10,0,0,7,17.5,0,0,0,-
2015-11-07,柏エンゼルクロス,3,L,座安好香,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,17,9,0,52.9
2015-11-07,柏エンゼルクロス,4,,石川綾菜,2,nan,□,■,nan,nan,13,7,1,0.5384615384615384,0.46153846153846156,3.50,2,1,0,50.0,0,-,6,0,0,2,8.3,1,1,0,100.0
2015-11-07,柏エンゼルクロス,6,,黒木麻衣,2,□,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,4,0,0,1,6.2,0,0,0,-
2015-11-07,柏エンゼルクロス,7,,江森圭美,3,■,■,■,nan,nan,29,4,2,0.13793103448275862,0.06896551724137931,1.33,0,0,0,-,1,0.33,9,1,1,3,19.4,18,12,0,66.7
2015-11-07,柏エンゼルクロス,8,,河野舞,2,□,nan,□,nan,nan,6,1,0,0.16666666666666666,0.16666666666666666,0.50,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2015-11-07,柏エンゼルクロス,9,,高桑裕恵,3,■,■,■,nan,nan,12,5,0,0.4166666666666667,0.4166666666666667,1.67,0,0,0,-,3,1.00,8,0,0,3,9.4,3,3,0,100.0
2015-11-07,柏エンゼルクロス,11,,萩原希,3,■,■,■,nan,nan,15,9,0,0.6,0.6,3.00,0,0,0,-,0,-,8,0,0,3,9.4,15,7,0,46.7
2015-11-07,柏エンゼルクロス,13,,清水玲衣,2,■,■,nan,nan,nan,9,2,1,0.2222222222222222,0.1111111111111111,1.00,0,0,0,-,0,-,4,0,0,2,12.5,5,4,0,80.0
2015-11-07,柏エンゼルクロス,14,,鶴ヶ崎佳寿葉,2,□,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,0,1,12.5,4,4,0,100.0
2015-11-07,柏エンゼルクロス,15,,原田美愛実,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2015-11-07,柏エンゼルクロス,17,,小清水茉弥,3,■,■,■,nan,nan,25,6,0,0.24,0.24,2.00,0,0,0,-,0,-,8,0,0,3,9.4,0,0,0,-
2015-11-07,柏エンゼルクロス,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,110,34,4,0.3090909090909091,0.2727272727272727,11.33,2,1,0,50.0,4,1.33,59,1,1,25,12.3,63,40,0,63.5
2015-11-07,KUROBEアクアフェアリーズ,1,,丸山紗季,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2015-11-07,KUROBEアクアフェアリーズ,2,,倉見夏乃,3,■,■,■,nan,nan,5,2,0,0.4,0.4,0.67,0,0,0,-,3,1.00,9,0,2,2,5.6,0,0,0,-
2015-11-07,KUROBEアクアフェアリーズ,3,,和才奈々美,4,■,■,■,■,nan,53,20,4,0.37735849056603776,0.3018867924528302,5.00,0,0,0,-,2,0.50,25,2,1,20,26.4,28,18,0,64.3
2015-11-07,KUROBEアクアフェアリーズ,4,,古屋美紀,4,■,■,■,■,nan,12,2,2,0.16666666666666666,0.0,0.50,0,0,0,-,2,0.50,10,0,0,6,15.0,0,0,0,-
2015-11-07,KUROBEアクアフェアリーズ,5,,色摩知巳,1,nan,□,nan,nan,nan,2,0,0,0.0,0.0,-,0,0,0,-,0,-,1,0,0,1,25.0,4,1,0,25.0
2015-11-07,KUROBEアクアフェアリーズ,6,,宮城奈菜子,3,nan,□,□,■,nan,10,4,0,0.4,0.4,1.33,0,0,0,-,0,-,5,1,1,0,16.0,0,0,0,-
2015-11-07,KUROBEアクアフェアリーズ,7,L,駒井士峰,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,19,10,0,52.6
2015-11-07,KUROBEアクアフェアリーズ,8,,南美寿希,4,■,■,■,■,nan,1,1,0,1.0,1.0,0.25,0,0,0,-,0,-,11,0,1,4,9.1,0,0,0,-
2015-11-07,KUROBEアクアフェアリーズ,9,,厨子真帆,1,nan,nan,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-
2015-11-07,KUROBEアクアフェアリーズ,10,,菅野菜緒美,4,■,■,■,■,nan,24,11,2,0.4583333333333333,0.375,2.75,0,0,0,-,1,0.25,9,1,0,3,17.2,38,21,0,55.3
2015-11-07,KUROBEアクアフェアリーズ,11,,平谷里奈,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,1,0,0,0.0
2015-11-07,KUROBEアクアフェアリーズ,12,,太田あかり,4,■,■,■,■,nan,51,16,3,0.3137254901960784,0.2549019607843137,4.00,1,0,0,0.0,0,-,11,0,0,4,9.1,1,0,0,0.0
2015-11-07,KUROBEアクアフェアリーズ,13,,吉川ひかる,2,nan,nan,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,3,0,0,2,16.7,0,0,0,-
2015-11-07,KUROBEアクアフェアリーズ,14,L,大盛梢,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2015-11-07,KUROBEアクアフェアリーズ,チーム合計,チーム合計,チーム合計,4,nan,nan,nan,nan,nan,158,56,11,0.35443037974683544,0.2848101265822785,14.00,1,0,0,0.0,8,2.00,85,4,5,42,16.1,91,50,0,54.9
