試合日,チーム,相手チーム,得セット,失セット,勝敗,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点,被アタック打数,被アタック得点,被アタック失点,被アタック決定率,被ブロック得点,被ブロックセット平均,被サーブ効果率,被サーブレシーブ成功率
2013-11-30,JTマーヴェラス,トヨタ車体クインシーズ,3,1,1,2,,高橋昌美,4,■,■,■,■,nan,49,17,2,34.7,30.6,4.25,5,2,1,40.0,2,0.50,18,0,0,7,9.7,27,19,0,70.4,19,,,,,,,,
2013-11-30,JTマーヴェラス,トヨタ車体クインシーズ,3,1,1,3,,奥村麻依,4,■,■,■,■,nan,23,8,0,34.8,34.8,2.00,0,0,0,-,3,0.75,13,0,0,7,13.5,2,2,0,100.0,11,,,,,,,,
2013-11-30,JTマーヴェラス,トヨタ車体クインシーズ,3,1,1,6,,千葉智枝美,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,1,1,0,100.0,0,,,,,,,,
2013-11-30,JTマーヴェラス,トヨタ車体クインシーズ,3,1,1,7,,山口かなめ,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2013-11-30,JTマーヴェラス,トヨタ車体クインシーズ,3,1,1,9,,石川友紀,4,■,■,■,■,nan,32,11,2,34.4,28.1,2.75,0,0,0,-,4,1.00,17,2,1,4,16.5,1,1,0,100.0,17,,,,,,,,
2013-11-30,JTマーヴェラス,トヨタ車体クインシーズ,3,1,1,11,,上屋敷綾,1,nan,nan,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,0,,,,,,,,
2013-11-30,JTマーヴェラス,トヨタ車体クインシーズ,3,1,1,12,,石井美樹,4,■,■,■,■,nan,45,16,3,35.6,28.9,4.00,7,3,0,42.9,0,-,15,1,2,3,10.3,35,27,0,77.1,17,,,,,,,,
2013-11-30,JTマーヴェラス,トヨタ車体クインシーズ,3,1,1,13,L,横江千秋,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,9,7,0,77.8,0,,,,,,,,
2013-11-30,JTマーヴェラス,トヨタ車体クインシーズ,3,1,1,14,,臼井千景,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2013-11-30,JTマーヴェラス,トヨタ車体クインシーズ,3,1,1,15,,早坂梢依,4,■,■,■,■,nan,20,5,4,25.0,5.0,1.25,0,0,0,-,3,0.75,11,0,2,3,6.8,0,0,0,-,8,,,,,,,,
2013-11-30,JTマーヴェラス,トヨタ車体クインシーズ,3,1,1,16,,橋本直子,4,■,■,■,■,nan,2,0,0,0.0,0.0,-,0,0,0,-,3,0.75,21,0,0,7,8.3,0,0,0,-,3,,,,,,,,
2013-11-30,JTマーヴェラス,トヨタ車体クインシーズ,3,1,1,チーム合計,チーム合計,チーム合計,4,nan,nan,nan,nan,nan,171,57,11,33.3,26.9,14.25,12,5,1,41.7,15,3.75,96,3,5,31,10.8,75,57,0,76.0,75,179,54,10,30.2,10,2.50,6.6,63.3
