試合日,チーム,相手チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2003-03-14,NECブルーロケッツ,サントリーサンバーズ,2,,細川延由,3,■,■,■,nan,nan,7,2,1,28.6,14.3,0.67,1,0,0,0.0,0,-,7,0,1,0,0.0,12,7,0,58.3,2
2003-03-14,NECブルーロケッツ,サントリーサンバーズ,3,L,大森陽祐,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,19,15,0,78.9,0
2003-03-14,NECブルーロケッツ,サントリーサンバーズ,6,,竹内実,3,■,■,■,nan,nan,13,1,2,7.7,-7.7,0.33,3,0,1,0.0,1,0.33,11,0,1,0,0.0,27,22,0,81.5,2
2003-03-14,NECブルーロケッツ,サントリーサンバーズ,7,,菊地洋之,3,■,■,■,nan,nan,3,2,0,66.7,66.7,0.67,0,0,0,-,1,0.33,6,0,0,1,4.2,0,0,0,-,3
2003-03-14,NECブルーロケッツ,サントリーサンバーズ,8,,宇佐美大輔,3,■,■,■,nan,nan,1,1,0,100.0,100.0,0.33,0,0,0,-,0,-,13,0,2,3,5.8,0,0,0,-,1
2003-03-14,NECブルーロケッツ,サントリーサンバーズ,9,,脇戸新之助,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2003-03-14,NECブルーロケッツ,サントリーサンバーズ,10,,青木一平,3,■,■,■,nan,nan,12,8,0,66.7,66.7,2.67,0,0,0,-,2,0.67,7,0,0,0,0.0,0,0,0,-,10
2003-03-14,NECブルーロケッツ,サントリーサンバーズ,11,,渡邉正堂,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2003-03-14,NECブルーロケッツ,サントリーサンバーズ,16,,大村悟,1,□,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0,0,-,0
2003-03-14,NECブルーロケッツ,サントリーサンバーズ,17,,足立和弘,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2003-03-14,NECブルーロケッツ,サントリーサンバーズ,18,,ロドリゲスアンデルソン,3,■,■,■,nan,nan,41,19,7,46.3,29.3,6.33,19,8,5,42.1,3,1.00,11,1,4,4,16.4,3,1,0,33.3,23
2003-03-14,NECブルーロケッツ,サントリーサンバーズ,20,,奥谷信彦,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,4,1,0,0,20.0,0,0,0,-,1
2003-03-14,NECブルーロケッツ,サントリーサンバーズ,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,77,33,10,42.9,29.9,11.00,23,8,6,34.8,7,2.33,61,2,8,8,5.9,61,45,0,73.8,42
