大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
レギュラーラウンド,東レアローズ,21,79,404,175,22,43.3,76,33,5,43.4,2.22,8,0.10,341,14,14,54,159,19.0,276,141,0,51.1,175,8,28,211
ファイナル６,東レアローズ,5,17,75,32,1,42.7,11,6,0,54.5,1.88,4,0.24,74,1,3,7,47,20.5,64,25,0,39.1,32,4,4,40
ファイナル,東レアローズ,2,7,33,8,1,24.2,2,1,0,50.0,1.14,2,0.29,34,1,3,4,20,24.7,34,18,0,52.9,8,2,4,14
天皇杯全日本選手権大会,,2,8,27,13,1,48.1,4,4,0,100.0,1.62,1,0.12,27,0,0,7,12,11.1,36,17,0,47.2,13,1,0,14
レギュラーラウンド,,2,8,27,13,1,48.1,4,4,0,100.0,1.62,1,0.12,27,0,0,7,12,11.1,36,17,0,47.2,13,1,0,14
Ｖ・プレミアリーグ男子 2015/16,東レアローズ,27,111,438,190,25,43.4,52,24,2,46.2,1.71,22,0.20,373,9,12,40,200,18.4,303,142,0,46.9,190,22,21,233
レギュラーラウンド,東レアローズ,21,85,318,129,17,40.6,44,19,2,43.2,1.52,15,0.18,275,7,10,30,152,19.3,208,97,0,46.6,129,15,17,161
ファイナル６,東レアローズ,5,21,102,52,5,51.0,8,5,0,62.5,2.48,5,0.24,82,1,2,9,39,15.1,72,36,0,50.0,52,5,3,60
ファイナル３,東レアローズ,1,5,18,9,3,50.0,0,0,0,-,1.80,2,0.40,16,1,0,1,9,20.3,23,9,0,39.1,9,2,1,12
Ｖ・プレミアリーグ男子 2014/15,東レアローズ,21,73,167,62,7,37.1,23,9,2,39.1,0.85,8,0.11,162,1,7,25,68,14.6,110,59,0,53.6,62,8,8,78
レギュラーラウンド,東レアローズ,21,73,167,62,7,37.1,23,9,2,39.1,0.85,8,0.11,162,1,7,25,68,14.6,110,59,0,53.6,62,8,8,78
チャレンジマッチ男子2014/15,東レアローズ,2,5,10,4,2,40.0,0,0,0,-,0.80,0,-,21,2,4,3,8,34.3,4,2,0,50.0,4,0,6,10
チャレンジマッチ,東レアローズ,2,5,10,4,2,40.0,0,0,0,-,0.80,0,-,21,2,4,3,8,34.3,4,2,0,50.0,4,0,6,10
Ｖ・プレミアリーグ男子 2013/14,東レアローズ,28,96,335,126,19,37.6,59,20,5,33.9,1.31,14,0.15,210,5,5,38,78,13.6,141,66,0,46.8,126,14,10,150
レギュラーラウンド,東レアローズ,24,79,244,93,15,38.1,43,15,5,34.9,1.18,11,0.14,166,4,4,31,64,14.0,98,43,0,43.9,93,11,8,112
セミファイナルラウンド,東レアローズ,3,12,81,31,4,38.3,16,5,0,31.2,2.58,3,0.25,36,1,1,6,12,13.3,41,21,0,51.2,31,3,2,36
ファイナルラウンド,東レアローズ,1,5,10,2,0,20.0,0,0,0,-,0.40,0,-,8,0,0,1,2,6.2,2,2,0,100.0,2,0,0,2
Ｖ・プレミアリーグ男子 2012/13,東レアローズ,32,104,166,77,9,46.4,21,16,0,76.2,0.74,3,0.03,197,10,4,50,64,14.8,96,51,0,53.1,77,3,14,94
レギュラーラウンド,東レアローズ,28,90,160,77,8,48.1,21,16,0,76.2,0.86,3,0.03,174,8,4,44,55,14.3,94,50,0,53.2,77,3,12,92
セミファイナルラウンド,東レアローズ,3,12,6,0,1,0.0,0,0,0,-,-,0,-,18,1,0,5,8,16.7,2,1,0,50.0,0,0,1,1
ファイナルラウンド,東レアローズ,1,2,0,0,0,-,0,0,0,-,-,0,-,5,1,0,1,1,25.0,0,0,0,-,0,0,1,1
Ｖ・プレミアリーグ男子 2011/12,東レアローズ,25,65,56,32,2,57.1,7,6,0,85.7,0.49,5,0.08,106,4,3,25,38,15.0,12,7,0,58.3,32,5,7,44
レギュラーラウンド,東レアローズ,21,56,29,16,1,55.2,3,2,0,66.7,0.29,5,0.09,81,3,2,20,27,14.0,4,3,0,75.0,16,5,5,26
セミファイナルラウンド,東レアローズ,3,6,25,15,1,60.0,4,4,0,100.0,2.50,0,-,23,1,1,3,11,19.8,7,4,0,57.1,15,0,2,17
ファイナルラウンド,東レアローズ,1,3,2,1,0,50.0,0,0,0,-,0.33,0,-,2,0,0,2,0,0.0,1,0,0,0.0,1,0,0,1
Ｖ・プレミアリーグ男子 2010/11,東レアローズ,24,51,62,25,4,40.3,0,0,0,-,0.49,0,-,89,3,1,18,28,12.1,52,38,0,73.1,25,0,4,29
レギュラーラウンド,東レアローズ,24,51,62,25,4,40.3,0,0,0,-,0.49,0,-,89,3,1,18,28,12.1,52,38,0,73.1,25,0,4,29
Ｖ・プレミアリーグ男子 2009/10,東レアローズ,32,50,16,6,6,37.5,3,1,2,33.3,0.12,1,0.02,59,3,2,14,18,15.4,3,2,0,66.7,6,1,5,12
レギュラーラウンド,東レアローズ,28,46,16,6,6,37.5,3,1,2,33.3,0.13,1,0.02,54,3,2,11,16,15.9,3,2,0,66.7,6,1,5,12
セミファイナルラウンド,東レアローズ,3,4,0,0,0,-,0,0,0,-,-,0,-,5,0,0,3,2,10.0,0,0,0,-,0,0,0,0
ファイナルラウンド,東レアローズ,1,0,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
レギュラーシーズン通算,,259,782,1892,793,112,41.9,302,148,20,49.0,1.01,68,0.09,1909,64,63,328,753,12.2,1297,597,109,50.2,793,68,127,988
通算,,305,939,2385,1002,142,42.0,361,180,23,49.9,1.07,85,0.09,2366,81,82,395,959,12.8,1668,764,134,49.8,1002,85,163,1250
