大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 MEN,東レアローズ,27,89,10,2,0,20.0,1,0,0,0.0,0.02,16,0.18,327,5,7,38,88,7.5,8,0,0,0.0,2,16,12,30
レギュラーラウンド,東レアローズ,27,89,10,2,0,20.0,1,0,0,0.0,0.02,16,0.18,327,5,7,38,88,7.5,8,0,0,0.0,2,16,12,30
V.LEAGUE DIVISION1 MEN 2018-19,東レアローズ,23,77,18,12,4,66.7,0,0,0,-,0.16,11,0.14,288,0,7,11,78,8.2,4,0,0,0.0,12,11,7,30
レギュラーラウンド,東レアローズ,23,77,18,12,4,66.7,0,0,0,-,0.16,11,0.14,288,0,7,11,78,8.2,4,0,0,0.0,12,11,7,30
Ｖ・プレミアリーグ男子 2017/18,東レアローズ,26,101,14,9,0,64.3,1,1,0,100.0,0.09,14,0.14,356,6,8,44,89,7.1,6,0,0,0.0,9,14,14,37
レギュラーラウンド,東レアローズ,21,80,9,6,0,66.7,0,0,0,-,0.07,12,0.15,299,6,7,36,76,7.7,6,0,0,0.0,6,12,13,31
ファイナル６,東レアローズ,5,21,5,3,0,60.0,1,1,0,100.0,0.14,2,0.1,57,0,1,8,13,3.9,0,0,0,-,3,2,1,6
天皇杯全日本選手権大会,,1,5,0,0,0,-,0,0,0,-,-,1,0.2,21,0,2,1,8,17.9,1,0,0,0.0,0,1,2,3
レギュラーラウンド,,1,5,0,0,0,-,0,0,0,-,-,1,0.2,21,0,2,1,8,17.9,1,0,0,0.0,0,1,2,3
Ｖ・プレミアリーグ男子 2016/17,東レアローズ,28,102,28,21,0,75.0,2,2,0,100.0,0.21,22,0.22,332,3,4,24,121,11.0,3,0,0,0.0,21,22,7,50
レギュラーラウンド,東レアローズ,21,78,21,16,0,76.2,2,2,0,100.0,0.21,15,0.19,250,3,3,15,88,11.0,3,0,0,0.0,16,15,6,37
ファイナル６,東レアローズ,5,17,4,3,0,75.0,0,0,0,-,0.18,5,0.29,57,0,0,6,25,11.0,0,0,0,-,3,5,0,8
ファイナル,東レアローズ,2,7,3,2,0,66.7,0,0,0,-,0.29,2,0.29,25,0,1,3,8,11.2,0,0,0,-,2,2,1,5
天皇杯全日本選手権大会,,2,8,1,1,0,100.0,0,0,0,-,0.12,1,0.12,31,1,0,1,14,14.5,1,0,0,0.0,1,1,1,3
レギュラーラウンド,,2,8,1,1,0,100.0,0,0,0,-,0.12,1,0.12,31,1,0,1,14,14.5,1,0,0,0.0,1,1,1,3
Ｖ・プレミアリーグ男子 2015/16,東レアローズ,27,97,23,9,4,39.1,2,0,0,0.0,0.09,27,0.28,303,2,3,37,89,8.8,6,0,0,0.0,9,27,5,41
レギュラーラウンド,東レアローズ,21,72,17,7,1,41.2,2,0,0,0.0,0.10,20,0.28,226,2,3,30,68,9.5,4,0,0,0.0,7,20,5,32
ファイナル６,東レアローズ,5,20,4,2,2,50.0,0,0,0,-,0.10,3,0.15,61,0,0,7,17,7.0,1,0,0,0.0,2,3,0,5
ファイナル３,東レアローズ,1,5,2,0,1,0.0,0,0,0,-,-,4,0.8,16,0,0,0,4,6.2,1,0,0,0.0,0,4,0,4
Ｖ・プレミアリーグ男子 2014/15,東レアローズ,21,72,13,9,0,69.2,2,1,0,50.0,0.12,15,0.21,251,3,0,6,89,10.1,6,0,0,0.0,9,15,3,27
レギュラーラウンド,東レアローズ,21,72,13,9,0,69.2,2,1,0,50.0,0.12,15,0.21,251,3,0,6,89,10.1,6,0,0,0.0,9,15,3,27
チャレンジマッチ男子2014/15,東レアローズ,2,3,2,1,0,50.0,0,0,0,-,0.33,1,0.33,14,0,0,2,5,8.9,0,0,0,-,1,1,0,2
チャレンジマッチ,東レアローズ,2,3,2,1,0,50.0,0,0,0,-,0.33,1,0.33,14,0,0,2,5,8.9,0,0,0,-,1,1,0,2
レギュラーシーズン通算,,134,468,88,52,5,59.1,7,3,0,42.9,0.11,89,0.19,1641,19,27,136,487,8.2,31,0,0,0.0,52,89,46,187
通算,,157,554,109,64,8,58.7,8,4,0,50.0,0.12,108,0.19,1923,20,31,164,581,8.1,35,0,0,0.0,64,108,51,223
