大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 MEN,東レアローズ,27,32,44,22,3,50.0,16,11,1,68.8,0.69,3,0.09,42,0,1,11,12,3.0,0,0,0,-,22,3,1,26
レギュラーラウンド,東レアローズ,27,32,44,22,3,50.0,16,11,1,68.8,0.69,3,0.09,42,0,1,11,12,3.0,0,0,0,-,22,3,1,26
V.LEAGUE DIVISION1 MEN 2018-19,東レアローズ,34,57,200,96,15,48.0,87,33,10,37.9,1.68,3,0.05,112,3,5,32,25,5.6,0,0,0,-,96,3,8,107
レギュラーラウンド,東レアローズ,27,44,173,87,12,50.3,72,31,7,43.1,1.98,3,0.07,95,3,3,26,21,5.0,0,0,0,-,87,3,6,96
ファイナル６,東レアローズ,5,8,27,9,3,33.3,15,2,3,13.3,1.12,0,-,12,0,1,4,3,6.2,0,0,0,-,9,0,1,10
ファイナル３,東レアローズ,2,5,0,0,0,-,0,0,0,-,-,0,-,5,0,1,2,1,15.0,0,0,0,-,0,0,1,1
Ｖ・プレミアリーグ男子 2017/18,東レアローズ,5,6,10,4,1,40.0,4,2,0,50.0,0.67,1,0.17,8,0,0,4,1,-9.4,0,0,0,-,4,1,0,5
レギュラーラウンド,東レアローズ,5,6,10,4,1,40.0,4,2,0,50.0,0.67,1,0.17,8,0,0,4,1,-9.4,0,0,0,-,4,1,0,5
Ｖ・プレミアリーグ男子 2016/17,東レアローズ,8,5,1,0,0,0.0,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
レギュラーラウンド,東レアローズ,8,5,1,0,0,0.0,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
レギュラーシーズン通算,,67,87,228,113,16,49.6,92,44,8,47.8,1.30,7,0.08,145,3,4,41,34,3.6,0,0,0,-,113,7,7,127
通算,,74,100,255,122,19,47.8,107,46,11,43.0,1.22,7,0.07,162,3,6,47,38,4.2,0,0,0,-,122,7,9,138
