試合日,チーム,相手チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2007-01-06,NECブルーロケッツ,大分三好ヴァイセアドラー,1,,大村悟,4,■,■,■,■,nan,34,17,3,50.0,41.2,4.25,3,1,0,33.3,3,0.75,18,1,2,3,8.6,16,12,0,75.0,21
2007-01-06,NECブルーロケッツ,大分三好ヴァイセアドラー,3,,浅倉勇,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2007-01-06,NECブルーロケッツ,大分三好ヴァイセアドラー,6,,高橋慎治,4,■,■,■,■,nan,1,0,0,0.0,0.0,-,1,0,0,0.0,5,1.25,15,0,2,4,6.7,0,0,0,-,5
2007-01-06,NECブルーロケッツ,大分三好ヴァイセアドラー,8,L,濱島哲也,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,28,17,0,60.7,0
2007-01-06,NECブルーロケッツ,大分三好ヴァイセアドラー,9,,脇戸新之助,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2007-01-06,NECブルーロケッツ,大分三好ヴァイセアドラー,10,,大角竜敏,4,■,■,■,■,nan,10,5,1,50.0,40.0,1.25,0,0,0,-,3,0.75,11,0,1,3,6.8,0,0,0,-,8
2007-01-06,NECブルーロケッツ,大分三好ヴァイセアドラー,11,,松本慶彦,4,■,■,■,■,nan,5,2,0,40.0,40.0,0.50,0,0,0,-,1,0.25,16,1,0,3,10.9,0,0,0,-,4
2007-01-06,NECブルーロケッツ,大分三好ヴァイセアドラー,12,,奥谷信彦,1,nan,nan,□,nan,nan,2,2,0,100.0,100.0,2.00,0,0,0,-,0,-,2,0,0,0,0.0,0,0,0,-,2
2007-01-06,NECブルーロケッツ,大分三好ヴァイセアドラー,13,,ファイディノルディン,4,■,■,■,■,nan,26,11,0,42.3,42.3,2.75,9,4,0,44.4,1,0.25,15,0,1,2,3.3,23,16,0,69.6,12
2007-01-06,NECブルーロケッツ,大分三好ヴァイセアドラー,17,,石倉弘士,2,□,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,3,0,2,1,8.3,0,0,0,-,0
2007-01-06,NECブルーロケッツ,大分三好ヴァイセアドラー,22,,鈴木健太,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2007-01-06,NECブルーロケッツ,大分三好ヴァイセアドラー,25,,前田和樹,4,■,■,■,■,nan,32,16,3,50.0,40.6,4.00,8,3,2,37.5,0,-,17,0,4,2,2.9,5,1,0,20.0,16
2007-01-06,NECブルーロケッツ,大分三好ヴァイセアドラー,チーム合計,チーム合計,チーム合計,4,nan,nan,nan,nan,nan,110,53,7,48.2,41.8,13.25,21,8,2,38.1,13,3.25,97,2,12,18,6.5,72,46,0,63.9,68
2007-01-06,大分三好ヴァイセアドラー,NECブルーロケッツ,1,,小川貴史,4,■,■,■,■,nan,27,8,3,29.6,18.5,2.00,4,0,2,0.0,1,0.25,13,1,2,3,13.5,37,32,0,86.5,10
2007-01-06,大分三好ヴァイセアドラー,NECブルーロケッツ,2,,徳丸善基,4,□,□,□,■,nan,3,1,0,33.3,33.3,0.25,0,0,0,-,2,0.50,2,0,0,0,0.0,0,0,0,-,3
2007-01-06,大分三好ヴァイセアドラー,NECブルーロケッツ,3,,森岡晃太郎,3,■,■,■,nan,nan,10,5,1,50.0,40.0,1.67,0,0,0,-,0,-,8,0,1,1,3.1,0,0,0,-,5
2007-01-06,大分三好ヴァイセアドラー,NECブルーロケッツ,6,,前田徹也,3,nan,□,□,□,nan,3,0,1,0.0,-33.3,-,0,0,0,-,0,-,3,0,1,2,16.7,3,2,0,66.7,0
2007-01-06,大分三好ヴァイセアドラー,NECブルーロケッツ,7,,小西健太郎,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2007-01-06,大分三好ヴァイセアドラー,NECブルーロケッツ,8,,中村紘二,4,■,■,■,■,nan,11,5,1,45.5,36.4,1.25,0,0,0,-,2,0.50,10,0,1,4,10.0,18,13,0,72.2,7
2007-01-06,大分三好ヴァイセアドラー,NECブルーロケッツ,9,,沖本祥雄,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2007-01-06,大分三好ヴァイセアドラー,NECブルーロケッツ,10,,マイヨフィリップ,4,■,■,■,■,nan,57,22,13,38.6,15.8,5.50,17,5,4,29.4,1,0.25,14,2,3,3,18.2,0,0,0,-,25
2007-01-06,大分三好ヴァイセアドラー,NECブルーロケッツ,15,,古田博幸,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2007-01-06,大分三好ヴァイセアドラー,NECブルーロケッツ,21,L,井上裕介,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,25,17,0,68.0,0
2007-01-06,大分三好ヴァイセアドラー,NECブルーロケッツ,22,,増成一志,4,■,■,■,■,nan,0,0,0,,,-,0,0,0,-,0,-,17,0,0,8,11.8,0,0,0,-,0
2007-01-06,大分三好ヴァイセアドラー,NECブルーロケッツ,23,,南克幸,4,■,■,■,■,nan,13,7,0,53.8,53.8,1.75,0,0,0,-,2,0.50,15,0,0,4,6.7,1,1,0,100.0,9
2007-01-06,大分三好ヴァイセアドラー,NECブルーロケッツ,チーム合計,チーム合計,チーム合計,4,nan,nan,nan,nan,nan,124,48,19,38.7,23.4,12.00,21,5,6,23.8,8,2.00,82,3,8,25,11.0,84,65,0,77.4,59
2007-01-06,サントリーサンバーズ,堺ブレイザーズ,1,,山村宏太,4,■,■,■,■,nan,5,3,0,60.0,60.0,0.75,0,0,0,-,2,0.50,17,0,0,5,7.4,0,0,0,-,5
2007-01-06,サントリーサンバーズ,堺ブレイザーズ,2,,鈴木寛史,2,□,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2007-01-06,サントリーサンバーズ,堺ブレイザーズ,3,,坂本雄一郎,4,■,■,■,■,nan,14,10,1,71.4,64.3,2.50,0,0,0,-,1,0.25,12,1,0,1,10.4,0,0,0,-,12
2007-01-06,サントリーサンバーズ,堺ブレイザーズ,4,,吉田譲,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,1,0,0.0,0,0,0,-,0
2007-01-06,サントリーサンバーズ,堺ブレイザーズ,5,,上田剛史,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2007-01-06,サントリーサンバーズ,堺ブレイザーズ,6,,栗原圭介,4,■,■,■,■,nan,0,0,0,,,-,0,0,0,-,3,0.75,20,2,1,4,14.0,1,0,0,0.0,5
2007-01-06,サントリーサンバーズ,堺ブレイザーズ,7,,越川優,4,■,■,■,■,nan,21,14,0,66.7,66.7,3.50,7,4,0,57.1,1,0.25,17,1,3,8,17.6,24,20,0,83.3,16
2007-01-06,サントリーサンバーズ,堺ブレイザーズ,8,,レオナルドメロ,4,■,■,■,■,nan,29,12,4,41.4,27.6,3.00,11,3,2,27.3,2,0.50,14,1,4,5,14.6,0,0,0,-,15
2007-01-06,サントリーサンバーズ,堺ブレイザーズ,9,,桑田鎮典,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2007-01-06,サントリーサンバーズ,堺ブレイザーズ,10,,荻野正二,4,■,■,■,■,nan,16,6,1,37.5,31.2,1.50,3,2,1,66.7,2,0.50,17,1,1,4,10.6,20,11,0,55.0,9
2007-01-06,サントリーサンバーズ,堺ブレイザーズ,11,L,津曲勝利,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,15,11,0,73.3,0
2007-01-06,サントリーサンバーズ,堺ブレイザーズ,18,,杉山マルコス,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2007-01-06,サントリーサンバーズ,堺ブレイザーズ,チーム合計,チーム合計,チーム合計,4,nan,nan,nan,nan,nan,85,45,6,52.9,45.9,11.25,21,9,3,42.9,11,2.75,98,6,10,27,12.4,60,42,0,70.0,62
2007-01-06,堺ブレイザーズ,サントリーサンバーズ,0,,小西健太,1,nan,nan,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,1,0,0.0,0,0,0,-,0
2007-01-06,堺ブレイザーズ,サントリーサンバーズ,1,,澤畠雄一郎,4,■,■,■,■,nan,17,9,2,52.9,41.2,2.25,0,0,0,-,3,0.75,8,1,3,2,16.2,0,0,0,-,13
2007-01-06,堺ブレイザーズ,サントリーサンバーズ,4,,北島武,4,■,■,■,□,nan,13,5,3,38.5,15.4,1.25,3,1,2,33.3,1,0.25,7,0,1,1,3.6,22,16,0,72.7,6
2007-01-06,堺ブレイザーズ,サントリーサンバーズ,5,,朝長孝介,1,nan,nan,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,1,25.0,0,0,0,-,0
2007-01-06,堺ブレイザーズ,サントリーサンバーズ,6,,千葉進也,4,■,■,■,■,nan,26,12,5,46.2,26.9,3.00,5,3,0,60.0,1,0.25,13,0,1,1,1.9,24,17,0,70.8,13
