試合日,チーム,相手チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2020-02-23,JTサンダーズ広島,サントリーサンバーズ,1,,安永拓弥,3,nan,□,■,■,nan,8,1,0,12.5,12.5,0.33,0,0,0,-,0,-,6,0,1,1,0.0,2,1,0,50.0,1
2020-02-23,JTサンダーズ広島,サントリーサンバーズ,2,,小野寺太志,4,■,■,■,■,nan,19,6,2,31.6,21.1,1.50,0,0,0,-,3,0.75,12,0,3,5,4.2,1,1,0,100.0,9
2020-02-23,JTサンダーズ広島,サントリーサンバーズ,3,,深津旭弘,4,■,■,■,■,nan,2,1,0,50.0,50.0,0.25,0,0,0,-,0,-,13,0,1,3,3.8,2,0,0,0.0,1
2020-02-23,JTサンダーズ広島,サントリーサンバーズ,4,,中島健太,2,■,■,nan,nan,nan,0,0,0,,,-,0,0,0,-,1,0.50,3,0,1,1,0.0,2,0,1,25.0,1
2020-02-23,JTサンダーズ広島,サントリーサンバーズ,6,,エドガートーマス,4,■,■,■,■,nan,46,15,4,32.6,23.9,3.75,25,8,3,32.0,2,0.50,11,2,3,8,29.5,0,0,0,-,19
2020-02-23,JTサンダーズ広島,サントリーサンバーズ,7,,八子大輔,3,□,□,nan,□,nan,3,1,0,33.3,33.3,0.33,0,0,0,-,0,-,2,0,1,1,0.0,0,0,0,-,1
2020-02-23,JTサンダーズ広島,サントリーサンバーズ,8,,武智洸史,3,nan,□,□,□,nan,1,0,0,0.0,0.0,-,0,0,0,-,0,-,2,0,2,0,-25.0,2,2,0,100.0,0
2020-02-23,JTサンダーズ広島,サントリーサンバーズ,10,L,井上航,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,24,17,4,79.2,0
2020-02-23,JTサンダーズ広島,サントリーサンバーズ,11,,久原大輝,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2020-02-23,JTサンダーズ広島,サントリーサンバーズ,14,,熊倉允,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2020-02-23,JTサンダーズ広島,サントリーサンバーズ,15,L,唐川大志,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2020-02-23,JTサンダーズ広島,サントリーサンバーズ,17,,金子聖輝,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2020-02-23,JTサンダーズ広島,サントリーサンバーズ,18,,山本将平,4,■,■,■,■,nan,16,5,1,31.2,25.0,1.25,2,0,1,0.0,0,-,13,0,3,4,1.9,28,22,2,82.1,5
2020-02-23,JTサンダーズ広島,サントリーサンバーズ,19,,陳建禎,4,■,■,■,■,nan,29,12,2,41.4,34.5,3.00,3,2,0,66.7,0,-,9,0,2,2,0.0,21,12,2,61.9,12
2020-02-23,JTサンダーズ広島,サントリーサンバーズ,チーム合計,チーム合計,チーム合計,4,nan,nan,nan,nan,nan,124,41,9,33.1,25.8,10.25,30,10,4,33.3,6,1.50,71,2,17,25,5.6,82,55,9,72.6,49
