試合日,チーム,相手チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2001-03-02,NECレッドロケッツ,東レアローズ,1,,成田郁久美,3,■,■,■,nan,nan,19,8,3,42.1,26.3,2.67,1,0,1,0.0,2,0.67,9,0,1,0,0.0,7,6,0,85.7,10
2001-03-02,NECレッドロケッツ,東レアローズ,2,,津雲博子,2,□,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,4,0,0,2,12.5,1,1,0,100.0,0
2001-03-02,NECレッドロケッツ,東レアローズ,3,,大貫美奈子,3,■,■,■,nan,nan,29,13,2,44.8,37.9,4.33,3,1,1,33.3,0,-,11,0,1,4,9.1,9,6,0,66.7,13
2001-03-02,NECレッドロケッツ,東レアローズ,4,L,遠藤睦美,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,29,20,0,69.0,0
2001-03-02,NECレッドロケッツ,東レアローズ,6,,竹下佳江,3,■,■,■,nan,nan,3,3,0,100.0,100.0,1.00,0,0,0,-,0,-,12,0,1,5,10.4,0,0,0,-,3
2001-03-02,NECレッドロケッツ,東レアローズ,7,,高橋みゆき,3,■,■,■,nan,nan,26,11,4,42.3,26.9,3.67,5,1,2,20.0,0,-,21,1,1,5,10.7,11,7,0,63.6,12
2001-03-02,NECレッドロケッツ,東レアローズ,8,,細口美樹,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2001-03-02,NECレッドロケッツ,東レアローズ,9,,坪根淳子,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2001-03-02,NECレッドロケッツ,東レアローズ,10,,杉山祥子,3,■,■,■,nan,nan,21,10,0,47.6,47.6,3.33,0,0,0,-,1,0.33,17,1,1,6,14.7,3,3,0,100.0,12
2001-03-02,NECレッドロケッツ,東レアローズ,16,,浦田聖子,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,1,0,0.0,0,0,0,-,0
2001-03-02,NECレッドロケッツ,東レアローズ,17,,松田賢枝,2,nan,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2001-03-02,NECレッドロケッツ,東レアローズ,18,,山本愛,3,■,■,■,nan,nan,30,17,0,56.7,56.7,5.67,0,0,0,-,1,0.33,9,0,2,3,8.3,0,0,0,-,18
2001-03-02,NECレッドロケッツ,東レアローズ,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,128,62,9,48.4,41.4,20.67,9,2,4,22.2,4,1.33,84,2,8,25,9.8,60,43,0,71.7,68
