試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
2019-11-09,プレステージ・インターナショナルアランマーレ,1,L,北村果穂,4,〇,〇,〇,〇,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2019-11-09,プレステージ・インターナショナルアランマーレ,2,,江川優貴,2,□,nan,nan,□,nan,2,0,0,0.0,0.0,-,0,0,0,-,0,-,2,0,1,1,0.0,0,0,0,-
2019-11-09,プレステージ・インターナショナルアランマーレ,3,,木村友里,4,■,■,■,■,nan,39,13,1,0.3333333333333333,0.3076923076923077,3.25,7,1,0,14.3,1,0.25,11,0,1,2,2.3,34,22,6,73.5
2019-11-09,プレステージ・インターナショナルアランマーレ,5,,浅川希,2,nan,nan,□,□,nan,7,1,2,0.14285714285714285,-0.14285714285714285,0.50,2,0,0,0.0,0,-,2,0,0,0,0.0,7,6,0,85.7
2019-11-09,プレステージ・インターナショナルアランマーレ,8,,田村愛美,3,■,■,nan,□,nan,0,0,0,,,-,0,0,0,-,1,0.33,3,0,0,0,0.0,0,0,0,-
2019-11-09,プレステージ・インターナショナルアランマーレ,10,,柳沢紫子,2,■,■,nan,nan,nan,16,2,3,0.125,-0.0625,1.00,5,0,2,0.0,1,0.50,3,0,0,0,0.0,0,0,0,-
2019-11-09,プレステージ・インターナショナルアランマーレ,11,L,森寿実子,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,9,7,1,83.3
2019-11-09,プレステージ・インターナショナルアランマーレ,13,,本間有貴,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2019-11-09,プレステージ・インターナショナルアランマーレ,15,,投野ひかる,4,□,□,■,■,nan,1,0,1,0.0,-1.0,-,0,0,0,-,0,-,10,1,0,2,15.0,0,0,0,-
2019-11-09,プレステージ・インターナショナルアランマーレ,16,,宮本菜月,4,□,□,■,■,nan,23,9,2,0.391304347826087,0.30434782608695654,2.25,1,1,0,100.0,5,1.25,12,1,2,2,8.3,2,1,0,50.0
2019-11-09,プレステージ・インターナショナルアランマーレ,17,,伊藤摩耶,4,■,■,■,■,nan,31,10,2,0.3225806451612903,0.25806451612903225,2.50,0,0,0,-,3,0.75,26,1,2,13,14.4,1,1,0,100.0
2019-11-09,プレステージ・インターナショナルアランマーレ,18,,藤原真理子,4,■,■,■,■,nan,37,7,2,0.1891891891891892,0.13513513513513514,1.75,5,0,0,0.0,0,-,10,1,3,3,10.0,29,13,10,62.1
2019-11-09,プレステージ・インターナショナルアランマーレ,19,,菅原里奈,4,■,■,■,■,nan,20,10,1,0.5,0.45,2.50,0,0,0,-,2,0.50,14,0,0,3,5.4,3,2,0,66.7
2019-11-09,プレステージ・インターナショナルアランマーレ,チーム合計,チーム合計,チーム合計,4,nan,nan,nan,nan,nan,176,52,14,0.29545454545454547,0.2159090909090909,13.00,20,2,2,10.0,13,3.25,93,4,9,26,8.9,85,52,17,71.2
